,forest_to_forest,forest_to_grass,forest_to_cropland,forest_to_degraded,grass_to_forest,grass_to_grass,grass_to_cropland,grass_to_degraded,cropland_to_forest,cropland_to_grass,cropland_to_cropland,cropland_to_degraded,degraded_to_forest,degraded_to_grass,degraded_to_cropland,degraded_to_degraded
2015.0,0.0,0.10664275665283203,22.465969189453126,0.3947093918800354,0.9452837707519531,1.3877167541503908,23.803555004882814,0.6825312911987305,18.7850150390625,14.065388167369367,150.33792055664063,0.44385153961181645,0.0005300880908966065,0.00389535665512085,0.002902842289209366,0.0
2016.0,0.0,0.16350957031250002,22.497155078125,0.3934209513664246,1.3248444946289064,1.3201605590820313,23.561079196166993,0.6764567667007446,18.614202294921874,14.017574205172062,151.7264814819336,0.4511819442749024,0.0005300817489624024,0.0038689444541931154,0.002896656537055969,0.0
2017.0,0.0,0.22520231018066406,22.230060339355468,0.3931477792739868,1.256001220703125,1.358081701660156,23.658061935424804,0.6747328426361083,18.48885546875,13.969399333673715,153.09913662109375,0.4555888450622559,0.0005300828456878663,0.005280803108215332,0.003894714653491974,0.0
2018.0,0.0,0.24718076171875003,22.066064367675782,0.3923583519935608,1.2115599609375,1.3232109436035155,23.656286007690433,0.6715372501373291,18.36767685546875,13.92094213756919,154.46428699951173,0.45939322738647465,0.0005300652980804444,0.005159558963775635,0.003835339999198914,0.0
2019.0,0.0,0.2633512451171875,21.946412011718753,0.3916985144615174,1.1616042724609374,1.4772621154785157,23.588071685791018,0.6686589317321778,18.22527412109375,13.871915814119578,155.83916243896485,0.46304398193359375,0.000530055570602417,0.00518365478515625,0.003923820614814759,0.0
2020.0,0.0,0.11294021682739258,19.34864821166992,0.4160896954059601,0.08141825103759766,0.7470764038085937,16.79498070678711,0.6875271335601807,17.885599511718752,13.534384493127094,156.67831663208008,0.48300468826293946,0.0007247529029846192,0.0012444392442703248,0.0009443226158618928,0.0
2021.0,0.0,0.11278738784790039,19.251887591552737,0.4159341480731964,0.10843208465576172,0.9222654357910157,16.74473953857422,0.6855957908630371,17.77931181640625,13.49161630969569,157.28584983673096,0.4850429397583008,0.0007273325443267822,0.0012109284400939942,0.0009266318619251252,0.0
2022.0,0.0,0.11257173233032228,19.152418896484374,0.4157910648822785,0.19236338500976563,1.5148661254882811,16.68644202270508,0.6838618385314943,17.662880810546877,13.44839971759841,157.89948595428467,0.48693803939819336,0.0007298605918884277,0.001211599087715149,0.0009414294302463532,0.0
2023.0,0.0,0.11245125579833985,19.012507705688478,0.41565771555900577,0.5830030517578125,1.9234352111816408,16.639738374328616,0.6829447498321534,17.518333154296876,13.405165459250659,158.51634420013428,0.4882301887512207,0.0007323293685913086,0.001324554967880249,0.0010678021132946014,0.0
2024.0,0.0,0.1125595458984375,18.88589356994629,0.4160060027122498,1.37182001953125,1.2467357879638672,16.61150074462891,0.6844383712768555,17.409143505859376,13.361242418676989,159.12322311553956,0.48663267669677734,0.0007347453117370606,0.0014260637760162354,0.0012082289636135102,0.0
2025.0,0.0,0.11240978546142578,18.784867657470706,0.4156616194725037,1.957917626953125,0.6833925048828124,16.557893800354005,0.685205062866211,17.300503857421877,13.3156839795962,159.7245972015381,0.4861990119934082,0.0007371094703674316,0.0014102671146392822,0.001210306441783905,0.0
2026.0,0.0,0.11228613891601563,18.67365830078125,0.4153995075702667,1.9717643066406252,0.67019970703125,16.51029201049805,0.6857009387969971,17.189886181640627,13.267764345837758,160.3271603240967,0.48589965972900395,0.0007394327163696289,0.0013696635961532595,0.0011829671442508698,0.0
2027.0,0.0,0.1119271209716797,18.556504244995118,0.4151979771614075,1.992382568359375,0.6533353271484375,16.454887646484377,0.6859575622558594,17.073218603515627,13.211964860037716,160.93014994659424,0.4857813583374024,0.0007417034149169922,0.0013308452844619752,0.0011563286125659943,0.0
2028.0,0.0,0.11189072647094726,18.41523433837891,0.4150171206474304,2.030378564453125,0.6151930339813232,16.384883787536623,0.6861532806396484,16.933048437500002,13.140910338268057,161.54013289031982,0.48570563583374027,0.0007439279079437256,0.0012937281370162964,0.0011303707718849183,0.0
2029.0,0.0,0.11219907302856445,18.26978863220215,0.41496748909950254,2.06250205078125,0.5921243183135987,16.293878439331056,0.6869073741912841,16.808468408203126,13.029371351631731,162.14310138092043,0.48595496368408203,0.0007461145401000977,0.0016644484758377076,0.0017112571835517885,0.0
2030.0,0.0,3.1534262451171875,19.837825775146484,0.4031199638366699,0.89690400390625,1.6408291137695312,20.308945825195316,0.65443744430542,16.8037396484375,12.815858306906373,162.63781629981995,0.45505138244628907,0.001038654327392578,0.0009704425945878029,0.0008054769724607468,0.0
2031.0,0.0,3.1567629272460938,19.724066864013672,0.40084871582984927,0.964730908203125,1.5102729431152344,20.330361181640626,0.6527796047210694,16.697482421875,12.825840670865775,163.77980699081422,0.4589804214477539,0.0010414488792419435,0.0009691013351082803,0.0008040257960557938,0.0
2032.0,0.0,3.1571918823242187,19.752366619873047,0.3991037210941315,0.9935299804687501,1.5540011291503908,20.18278928222656,0.6521216831207276,16.589749462890627,12.811897584924102,164.92163458786013,0.46138344879150395,0.001044170093536377,0.0009677928537130357,0.0008026098400354386,0.0
2033.0,0.0,3.157545495605469,19.783348095703126,0.3975539597034454,0.9706002929687501,1.8095903015136718,20.02069647216797,0.6513508701324463,16.481151708984378,12.787061224827916,166.06301019515993,0.4637039558410645,0.0010468329429626465,0.000966517047584057,0.0008012305796146393,0.0
