,wood_harvest_biomass
2015.0,1.378058135509491
2016.0,1.3901871293783188
2017.0,1.4023161754012108
2018.0,1.4144453145563602
2019.0,1.426574282348156
2020.0,1.4387033246457577
2021.0,1.4501845315098763
2022.0,1.461665503680706
2023.0,1.473146691918373
2024.0,1.484627865254879
2025.0,1.496109001338482
2026.0,1.5064426138997078
2027.0,1.5167761445045471
2028.0,1.527109831571579
2029.0,1.5374434813857079
2030.0,1.5477771647274494
2031.0,1.5572649016976357
2032.0,1.5667530559003353
2033.0,1.5762409940361977
2034.0,1.5857289098203182
2035.0,1.595217052847147
2036.0,1.6036884412169456
2037.0,1.6121598407626152
2038.0,1.6206312514841557
2039.0,1.6291025541722775
2040.0,1.6375740095973015
2041.0,1.6448981948196888
2042.0,1.6522225569933653
2043.0,1.6595470253378153
2044.0,1.6668713856488466
2045.0,1.674195758998394
2046.0,1.6803039964288473
2047.0,1.686412245966494
2048.0,1.692520466633141
2049.0,1.6986287338659167
2050.0,1.7047368008643389
2051.0,1.7097172145731747
2052.0,1.7146973265334964
2053.0,1.7196776890195906
2054.0,1.7246579667553306
2055.0,1.729638071730733
2056.0,1.7335380064323545
2057.0,1.7374377883970737
2058.0,1.7169676437042654
2059.0,1.718090608716011
2060.0,1.7220268826931715
2061.0,1.724853442516178
2062.0,1.7276801010593772
2063.0,1.730506763793528
2064.0,1.733333348063752
2065.0,1.7361599903088063
2066.0,1.7372799061704427
2067.0,1.7383998651057482
2068.0,1.7395197236910462
2069.0,1.7406395771540701
2070.0,1.7417643549852073
2071.0,1.7418282446451485
2072.0,1.7418920514173806
2073.0,1.7419560342095792
2074.0,1.7420199536718428
2075.0,1.7420838344842196
2076.0,1.7410895228385925
2077.0,1.7400951571762562
2078.0,1.7391009591519833
2079.0,1.738106582313776
2080.0,1.737112458795309
2081.0,1.7348608113825321
2082.0,1.7326090149581432
2083.0,1.7303573433309793
2084.0,1.7281056884676218
2085.0,1.7258539013564587
2086.0,1.6383799496106803
2087.0,1.6340115694329143
2088.0,1.6312044262886047
2089.0,1.6283973732497543
2090.0,1.62561364332214
2091.0,1.6222120460588485
2092.0,1.6188104522880167
2093.0,1.6154087886679918
2094.0,1.6120071117766201
2095.0,1.6086055771447718
2096.0,1.6045402474701405
2097.0,1.600475107319653
2098.0,1.5964098072145134
2099.0,1.5923446547240019
