,forest,non-forest,grass,cropland,degraded
2015.0,3721.0510000000004,4341.7627,3283.154,1588.540934375,58.5470125
2016.0,3717.8146000000006,4337.9754,3275.6857,1601.51913125,60.060775
2017.0,3714.7000000000003,4334.0663,3268.2175,1614.497309375,61.574537500000005
2018.0,3711.5969999999998,4330.1457,3260.7492,1627.47544375,63.08830625
2019.0,3708.4711,4326.2479,3253.281,1640.45365625,64.60206875
2020.0,3705.2571,4322.4382000000005,3245.8128,1653.4318625,66.11583125
2021.0,3703.3471,4321.4064,3242.92915,1657.673375,67.6995375
2022.0,3701.4550000000004,4320.3568000000005,3240.0456000000004,1661.914934375,69.28325000000001
2023.0,3699.6303,4319.2398,3237.1619,1666.15655625,70.86695625
2024.0,3698.1917,4317.7367,3234.2784500000002,1670.3981125,72.4506625
2025.0,3697.5589,4315.4277,3231.3948,1674.6397093750002,74.034375
2026.0,3697.5052,4312.5398000000005,3228.51125,1678.8813562500002,75.61808125
2027.0,3697.4661000000006,4309.637000000001,3225.62775,1683.12291875,77.20178750000001
2028.0,3697.4489000000003,4306.712600000001,3222.74425,1687.3644375000001,78.78549375
2029.0,3697.471,4303.7488,3219.8605500000003,1691.606090625,80.36920625
2030.0,3697.5457,4300.7324,3216.9770000000003,1695.8476500000002,81.95291250000001
2031.0,3691.8531000000003,4297.8434,3213.9757,1705.920603125,83.46270625000001
2032.0,3686.2346000000002,4294.8806,3210.9745500000004,1715.993515625,84.97250000000001
2033.0,3680.5103,4292.0234,3207.97325,1726.066440625,86.48229375000001
2034.0,3674.6247000000003,4289.3276000000005,3204.97195,1736.13934375,87.99208750000001
2035.0,3668.7092000000002,4286.6616,3201.9707000000003,1746.212303125,89.50188125000001
2036.0,3662.7116,4284.0778,3198.9693500000003,1756.285209375,91.01167500000001
2037.0,3656.6908000000003,4281.517,3195.9680000000003,1766.358159375,92.52146875000001
2038.0,3650.6630000000005,4278.9636,3192.96675,1776.4310687500001,94.03126875000001
2039.0,3644.6018000000004,4276.4432,3189.9654,1786.503978125,95.54106250000001
2040.0,3638.5026,4273.9612,3186.96425,1796.576934375,97.05085625000001
2041.0,3638.0966,4273.735000000001,3182.2476500000002,1800.56983125,98.40640625
2042.0,3637.6938,4273.506,3177.53105,1804.5627875,99.76196250000001
2043.0,3637.294,4273.274,3172.81435,1808.55581875,101.11751875
2044.0,3636.9356000000002,4273.0006,3168.0979,1812.5486875000001,102.47306875000001
2045.0,3636.5916,4272.7126,3163.3812500000004,1816.5416937500001,103.828625
2046.0,3636.3600000000006,4272.3122,3158.6646,1820.5346562500001,105.18417500000001
2047.0,3636.1898,4271.8506,3153.9481,1824.5275875,106.5397375
2048.0,3636.0134,4271.395,3149.2314,1828.5204875000002,107.89528750000001
2049.0,3635.803,4270.9736,3144.51485,1832.513425,109.2508375
2050.0,3635.5238,4270.620800000001,3139.7983,1836.50635,110.60638750000001
2051.0,3635.1956,4271.7006,3095.748,1879.1403625,111.27078750000001
2052.0,3634.9536,4272.6946,3051.69785,1921.774275,111.93518750000001
2053.0,3634.5758,4273.8244,3007.6476000000002,1964.4082375,112.5995875
2054.0,3633.767,4275.384800000001,2963.59745,2007.0421875000002,113.2639875
2055.0,3632.6196,4277.2844000000005,2919.5471500000003,2049.6761500000002,113.9283875
2056.0,3631.0126,4279.6432,2875.4971,2092.310175,114.5927875
2057.0,3629.0982000000004,4282.3094,2831.4468500000003,2134.9440875,115.2571875
2058.0,3626.9802,4285.179,2787.3966,2177.578,115.9215875
2059.0,3624.8184,4288.0928,2743.3465,2220.2120375,116.5859875
2060.0,3622.3842,4291.279,2699.29635,2262.8459625,117.250375
2061.0,3621.6514,4291.8084,2687.16525,2274.6873125,117.7434375
2062.0,3620.7084000000004,4292.548000000001,2675.034,2286.5286875,118.2365
2063.0,3619.3712,4293.6818,2662.90295,2298.3701,118.7295625
2064.0,3617.5766000000003,4295.2732000000005,2650.77185,2310.2113750000003,119.22261250000001
2065.0,3615.3240000000005,4297.3222000000005,2638.6408500000002,2322.0527125000003,119.715675
2066.0,3612.7518,4299.6914,2626.50965,2333.894075,120.20873750000001
2067.0,3609.8622,4302.3776,2614.3786,2345.735475,120.70178750000001
2068.0,3605.7734,4306.2628,2602.24755,2357.57685,121.19485
2069.0,3600.2692,4311.5638,2590.1165,2369.41815,121.68791250000001
2070.0,3594.3632000000002,4317.266600000001,2577.9854,2381.25955,122.1809625
2071.0,3594.1898,4318.426,2577.0727,2380.879225,122.48796250000001
2072.0,3594.017,4319.5846,2576.1602000000003,2380.498875,122.79495
2073.0,3593.8450000000003,4320.7426,2575.2475,2380.11855,123.1019375
2074.0,3593.6735,4321.9002,2574.33485,2379.7383,123.40892500000001
2075.0,3593.5025000000005,4323.0572,2573.42225,2379.35795,123.7159125
2076.0,3593.3311000000003,4324.2144,2572.50955,2378.9776500000003,124.0229
2077.0,3593.1594,4325.372,2571.5969,2378.59735,124.32988750000001
2078.0,3592.9881,4326.5292,2570.6843000000003,2378.217,124.636875
2079.0,3592.8173,4327.6862,2569.7716,2377.8367000000003,124.94386250000001
2080.0,3592.6453,4328.8442,2568.85905,2377.4563000000003,125.25085
2081.0,3592.6093,4329.164000000001,2565.9266500000003,2379.99825,125.3575
2082.0,3592.5724,4329.4848,2562.99395,2382.540175,125.46415
2083.0,3592.5311,4329.8099999999995,2560.0616,2385.082125,125.5708
2084.0,3592.4235,4330.2016,2557.12905,2387.624075,125.67743750000001
2085.0,3592.1435,4330.765600000001,2554.19655,2390.166,125.78408750000001
2086.0,3591.6025,4331.590200000001,2551.2641750000003,2392.707925,125.8907375
2087.0,3590.968,4332.5086,2548.3317,2395.2498,125.9973875
2088.0,3590.3502,4333.4106,2545.3990750000003,2397.791775,126.10402500000001
2089.0,3589.8015000000005,4334.243,2542.466725,2400.333725,126.21067500000001
2090.0,3589.1581,4335.1702000000005,2539.5343000000003,2402.87565,126.31732500000001
2091.0,3589.0563,4335.437,2539.457675,2402.883525,126.2212375
2092.0,3588.9544000000005,4335.7034,2539.38095,2402.8915,126.12515
2093.0,3588.8553,4335.9674,2539.3043500000003,2402.89935,126.02906250000001
2094.0,3588.7537,4336.2338,2539.227875,2402.9073750000002,125.9329625
2095.0,3588.6521000000002,4336.5,2539.1512000000002,2402.91525,125.836875
2096.0,3588.5506000000005,4336.7664,2539.0745,2402.923225,125.74078750000001
2097.0,3588.4490000000005,4337.0328,2538.9980250000003,2402.931125,125.6447
2098.0,3588.3473000000004,4337.2991999999995,2538.92135,2402.93905,125.5486125
2099.0,3588.2457000000004,4337.5658,2538.8449,2402.9469750000003,125.45252500000001
2100.0,3588.1439,4337.832200000001,2538.7682250000003,2402.954875,125.35643750000001
