,wood_harvest_area
2015.0,131.99092030525208
2016.0,134.69841766357422
2017.0,136.82856678962708
2018.0,139.35427403450012
2019.0,142.80333805084229
2020.0,147.68057346343994
2021.0,153.98414993286133
2022.0,164.31116342544556
2023.0,174.27808094024658
2024.0,178.02698707580566
2025.0,179.7340726852417
2026.0,181.08705043792725
2027.0,182.6231427192688
2028.0,184.88778591156006
2029.0,188.0342173576355
2030.0,190.6692967414856
2031.0,193.84215021133423
2032.0,199.03824949264526
2033.0,202.33363580703735
2034.0,204.7128405570984
2035.0,208.3578495979309
2036.0,211.70296478271484
2037.0,212.97956371307373
2038.0,214.39009284973145
2039.0,215.96937608718872
2040.0,217.82578134536743
2041.0,221.78641986846924
2042.0,225.2630705833435
2043.0,228.4657735824585
2044.0,231.5485897064209
2045.0,235.64569187164307
2046.0,239.57350540161133
2047.0,243.7103385925293
2048.0,248.29888105392456
2049.0,252.93764209747314
2050.0,257.8150587081909
2051.0,262.1294288635254
2052.0,264.4112854003906
2053.0,266.5686659812927
2054.0,268.1418685913086
2055.0,269.52457332611084
2056.0,271.08441734313965
2057.0,272.79980278015137
2058.0,274.8588011264801
2059.0,275.8905568122864
2060.0,276.12565517425537
2061.0,278.0892255306244
2062.0,280.1019206047058
2063.0,282.3810043334961
2064.0,284.74028515815735
2065.0,287.2512538433075
2066.0,290.1348948478699
2067.0,293.413494348526
2068.0,296.9864296913147
2069.0,301.34374952316284
2070.0,307.2200484275818
2071.0,310.58594739437103
2072.0,311.2752435207367
2073.0,310.80063331127167
2074.0,309.80147540569305
2075.0,308.9003223180771
2076.0,308.2888637781143
2077.0,307.29062807559967
2078.0,304.74429070949554
2079.0,302.26237654685974
2080.0,300.7795021533966
2081.0,297.4630092382431
2082.0,293.4818117618561
2083.0,290.17447316646576
2084.0,287.86941158771515
2085.0,283.7368080019951
2086.0,279.1361209154129
2087.0,273.72560757398605
2088.0,268.0932556986809
2089.0,262.89127761125565
2090.0,257.9876666069031
2091.0,256.62551671266556
2092.0,255.45406079292297
2093.0,254.36729335784912
2094.0,253.3929858803749
2095.0,252.54417657852173
2096.0,251.82865697145462
2097.0,251.24084013700485
2098.0,250.7660757303238
2099.0,250.07234346866608
