Emissions.CH4 Baseline Emissions,Emissions.Baseline CO Emissions,Emissions.N2O Baseline Emissions,Emissions.Baseline NOx Emissions,Emissions.SO2 Baseline Emissions,Emissions.Baseline VOC Emissions
26.62406680955776,341.32372529633767,999.0963115441824,19.196588964296456,2.2976586429851644,59.42636625764753
