,wood_harvest_area
2100.0,383.1987326145172
2101.0,383.29616343975067
2102.0,383.460404753685
2103.0,383.46450686454773
2104.0,383.387051820755
2105.0,383.3072998523712
2106.0,383.2295787334442
2107.0,383.16065442562103
2108.0,383.0920751094818
2109.0,383.028191447258
2110.0,382.96980595588684
2111.0,382.9125236272812
2112.0,382.8606162071228
2113.0,382.81233167648315
2114.0,382.76852571964264
2115.0,382.7239855527878
2116.0,382.6847118139267
2117.0,382.64700949192047
2118.0,382.6103413105011
2119.0,382.57713985443115
2120.0,382.54724621772766
2121.0,382.5183563232422
2122.0,382.4900224208832
2123.0,382.46326661109924
2124.0,382.43903744220734
2125.0,382.4154154062271
2126.0,382.41055274009705
2127.0,382.49358010292053
2128.0,382.4704294204712
2129.0,382.4482170343399
2130.0,382.42770206928253
2131.0,382.40803611278534
2132.0,382.4401926994324
2133.0,382.41936218738556
2134.0,382.3987997174263
2135.0,382.3785189986229
2136.0,382.359582901001
2137.0,382.3393738269806
2138.0,382.31990826129913
2139.0,382.3019223809242
2140.0,382.28197503089905
2141.0,382.2831400036812
2142.0,382.27887946367264
2143.0,382.2598562836647
2144.0,382.23952811956406
2145.0,382.2171939611435
2146.0,382.19882249832153
2147.0,382.1777755022049
2148.0,382.15948259830475
2149.0,382.14056384563446
2150.0,382.1230952143669
2151.0,382.1568713784218
2152.0,382.1365028619766
2153.0,382.1172411441803
2154.0,382.1014818549156
2155.0,382.0859200358391
2156.0,382.07089883089066
2157.0,382.0580710172653
2158.0,382.0455028414726
2159.0,382.03550028800964
2160.0,382.0270670056343
2161.0,382.0204951763153
2162.0,382.0813487768173
2163.0,382.0731459259987
2164.0,382.06570410728455
2165.0,382.0612116456032
2166.0,382.05729871988297
2167.0,382.06688582897186
2168.0,382.0735261440277
2169.0,382.07598358392715
2170.0,382.07772982120514
2171.0,382.0834780931473
2172.0,382.08975625038147
2173.0,382.0979259610176
2174.0,382.11359000205994
2175.0,382.12894439697266
2176.0,382.1385481953621
2177.0,382.1502954363823
2178.0,382.16399639844894
2179.0,382.1779697537422
2180.0,382.19404286146164
2181.0,382.2112298607826
2182.0,382.2281610965729
2183.0,382.2453964948654
2184.0,382.2631816267967
2185.0,382.2814929485321
2186.0,382.30122381448746
2187.0,382.3215413093567
2188.0,382.3420454263687
2189.0,382.3634780049324
2190.0,382.38533717393875
2191.0,382.4067682623863
2192.0,382.4304168820381
2193.0,382.45108008384705
2194.0,382.47494703531265
2195.0,382.4971127510071
2196.0,382.52055710554123
2197.0,382.54337680339813
2198.0,382.5675622224808
2199.0,382.5927935242653
2200.0,382.62012952566147
2201.0,382.6436457335949
2202.0,382.668220102787
2203.0,382.6930410563946
2204.0,382.71720311045647
2205.0,382.7427650988102
2206.0,382.767457395792
2207.0,382.7925823330879
2208.0,382.8188143670559
2209.0,382.84421542286873
2210.0,382.87031480669975
2211.0,382.8962859213352
2212.0,382.923574000597
2213.0,382.950508505106
2214.0,382.97777780890465
2215.0,383.00559026002884
2216.0,383.0332360267639
2217.0,383.0599531531334
2218.0,383.08954206109047
2219.0,383.1173801124096
2220.0,383.1473817527294
2221.0,383.175736784935
2222.0,383.2053399980068
2223.0,383.2358351647854
2224.0,383.2672710120678
2225.0,383.29799565672874
2226.0,383.3290172815323
2227.0,383.3609202802181
2228.0,383.3919218182564
2229.0,383.4236039817333
2230.0,383.45688459277153
2231.0,383.4892717599869
2232.0,383.52228382229805
2233.0,383.5561704337597
2234.0,383.5901446044445
2235.0,383.6240288615227
2236.0,383.6591302752495
2237.0,383.69379433989525
2238.0,383.72823882102966
2239.0,383.7632622718811
2240.0,383.79954716563225
2241.0,383.8346507549286
2242.0,383.8714968562126
2243.0,383.90738251805305
2244.0,383.94389685988426
2245.0,383.98042672872543
2246.0,384.01685762405396
2247.0,384.05356723070145
2248.0,384.09267699718475
2249.0,384.1303630769253
2250.0,384.16795748472214
2251.0,384.2071462869644
2252.0,384.24578952789307
2253.0,384.28473818302155
2254.0,384.3252549767494
2255.0,384.5132465660572
2256.0,384.60652670264244
2257.0,384.64690324664116
2258.0,384.6887611448765
2259.0,384.72908583283424
2260.0,384.7721630036831
2261.0,384.81420171260834
2262.0,384.85695573687553
2263.0,384.9003777205944
2264.0,384.9453190267086
2265.0,384.99041971564293
2266.0,385.033839315176
2267.0,385.0791143476963
2268.0,385.1246356368065
2269.0,385.1715717315674
2270.0,385.21720108389854
2271.0,385.2657034099102
2272.0,385.31309965252876
2273.0,385.3604524433613
2274.0,385.4085646867752
2275.0,385.45932456851006
2276.0,385.50868862867355
2277.0,385.5589699745178
2278.0,385.60972398519516
2279.0,385.6605423986912
2280.0,385.7126322686672
2281.0,385.7661041021347
2282.0,385.8185467720032
2283.0,385.873104095459
2284.0,385.92748135328293
2285.0,385.9822051823139
2286.0,386.03878152370453
2287.0,386.11238756775856
2288.0,386.20962685346603
2289.0,386.26749208569527
2290.0,386.3257150053978
2291.0,386.38446044921875
2292.0,386.44355621933937
2293.0,386.50481709837914
2294.0,386.56592486798763
2295.0,386.62760731577873
2296.0,386.6903677135706
2297.0,386.7534516006708
2298.0,386.8188369721174
2299.0,386.8822846710682
