,wood_harvest_biomass
2100.0,1.6853039455600083
2101.0,1.6853040060959756
2102.0,1.6853039865382016
2103.0,1.6853039618581533
2104.0,1.6853039776906371
2105.0,1.6853039697743952
2106.0,1.6853039520792663
2107.0,1.6853039925917983
2108.0,1.6853039651177824
2109.0,1.6853039688430727
2110.0,1.685304016340524
2111.0,1.6853039902634919
2112.0,1.6853039991110563
2113.0,1.685303927399218
2114.0,1.6853039576672018
2115.0,1.6853039641864598
2116.0,1.685303995385766
2117.0,1.685303917620331
2118.0,1.6853039585985243
2119.0,1.6853039902634919
2120.0,1.6853040042333305
2121.0,1.6853039474226534
2122.0,1.6853039534762502
2123.0,1.685303930658847
2124.0,1.6853039539419115
2125.0,1.685303951613605
2126.0,1.6853039427660406
2127.0,1.6853039846755564
2128.0,1.6853039539419115
2129.0,1.6853039390407503
2130.0,1.6853039567358792
2131.0,1.685304026119411
2132.0,1.6853039935231209
2133.0,1.6853039688430727
2134.0,1.6853039665147662
2135.0,1.6853040093556046
2136.0,1.6853039357811213
2137.0,1.6853039308916777
2138.0,1.6853039031848311
2139.0,1.6853039504494518
2140.0,1.6853039348497987
2141.0,1.6853039043489844
2142.0,1.6853039590641856
2143.0,1.6853039432317019
2144.0,1.6853039234410971
2145.0,1.685303956270218
2146.0,1.6853039567358792
2147.0,1.6853039192501456
2148.0,1.6853039504494518
2149.0,1.6853039301931858
2150.0,1.6853039511479437
2151.0,1.6853039637207985
2152.0,1.6853039092384279
2153.0,1.6853039599955082
2154.0,1.6853039630223066
2155.0,1.6853039695415646
2156.0,1.6853039113339037
2157.0,1.6853039795532823
2158.0,1.6853039918933064
2159.0,1.6853039695415646
2160.0,1.685303915757686
2161.0,1.685303952312097
2162.0,1.6853039963170886
2163.0,1.6853039551060647
2164.0,1.6853039707057178
2165.0,1.6853039821144193
2166.0,1.685303994687274
2167.0,1.6853039297275245
2168.0,1.6853039665147662
2169.0,1.6853039381094277
2170.0,1.6853039793204516
2171.0,1.685303932055831
2172.0,1.6853039471898228
2173.0,1.6853039434645325
2174.0,1.6853039732668549
2175.0,1.6853039886336774
2176.0,1.6853039814159274
2177.0,1.6853039455600083
2178.0,1.6853039697743952
2179.0,1.6853040321730077
2180.0,1.6853039267007262
2181.0,1.685303997946903
2182.0,1.6853039253037423
2183.0,1.685303951613605
2184.0,1.6853040172718465
2185.0,1.6853039672132581
2186.0,1.6853039890993387
2187.0,1.685303971171379
2188.0,1.6853039369452745
2189.0,1.6853039707057178
2190.0,1.685303951613605
2191.0,1.685303991427645
2192.0,1.6853038775734603
2193.0,1.6853039334528148
2194.0,1.6853039565030485
2195.0,1.6853039704728872
2196.0,1.685303964652121
2197.0,1.685303992824629
2198.0,1.6853039348497987
2199.0,1.6853040207643062
2200.0,1.6853039504494518
2201.0,1.685303988168016
2202.0,1.6853039804846048
2203.0,1.685303924139589
2204.0,1.6853039944544435
2205.0,1.6853039492852986
2206.0,1.6853039668640122
2207.0,1.685303951962851
2208.0,1.6853039604611695
2209.0,1.6853040204150602
2210.0,1.6853039786219597
2211.0,1.6853039833949879
2212.0,1.6853039716370404
2213.0,1.6853039537090808
2214.0,1.6853039264678955
2215.0,1.685303961392492
2216.0,1.6853039216948673
2217.0,1.685303969308734
2218.0,1.6853039261186495
2219.0,1.6853039668640122
2220.0,1.6853039698908105
2221.0,1.6853039887500927
2222.0,1.685303917620331
2223.0,1.6853039170382544
2224.0,1.6853039112174883
2225.0,1.6853039427660406
2226.0,1.685303993173875
2227.0,1.685304001555778
2228.0,1.6853039351990446
2229.0,1.685303956270218
2230.0,1.6853039879351854
2231.0,1.68530401494354
2232.0,1.6853039769921452
2233.0,1.6853039633715525
2234.0,1.6853039370616898
2235.0,1.6853039853740484
2236.0,1.6853039282141253
2237.0,1.6853039563866332
2238.0,1.6853039793204516
2239.0,1.685303994687274
2240.0,1.6853040161076933
2241.0,1.6853039364796132
2242.0,1.6853039370616898
2243.0,1.6853039987618104
2244.0,1.6853039697743952
2245.0,1.6853039229754359
2246.0,1.6853039908455685
2247.0,1.6853039785055444
2248.0,1.685303958132863
2249.0,1.6853039436973631
2250.0,1.6853039182024077
2251.0,1.6853039254201576
2252.0,1.6853039634879678
2253.0,1.6853039716370404
2254.0,1.685303992824629
2255.0,1.6853039364796132
2256.0,1.6853039499837905
2257.0,1.6853039130801335
2258.0,1.685304022859782
2259.0,1.6853040049318224
2260.0,1.6853040072601289
2261.0,1.6853039384586737
2262.0,1.685303932055831
2263.0,1.6853039568522945
2264.0,1.6853039517300203
2265.0,1.685303919017315
2266.0,1.6853039585985243
2267.0,1.68530399678275
2268.0,1.6853039560373873
2269.0,1.685303954174742
2270.0,1.6853039902634919
2271.0,1.6853040481219068
2272.0,1.6853039927082136
2273.0,1.6853039272828028
2274.0,1.6853038804838434
2275.0,1.685303955920972
2276.0,1.6853039587149397
2277.0,1.6853039027191699
2278.0,1.6853039358975366
2279.0,1.6853039230918512
2280.0,1.6853039383422583
2281.0,1.6853040104033425
2282.0,1.685303988866508
2283.0,1.6853039802517742
2284.0,1.685303951962851
2285.0,1.685303976526484
2286.0,1.685303949052468
2287.0,1.6853040176210925
2288.0,1.685303972917609
2289.0,1.68530394800473
2290.0,1.6853039570851251
2291.0,1.6853039547568187
2292.0,1.6853039399720728
2293.0,1.6853039569687098
2294.0,1.6853039301931858
2295.0,1.6853039633715525
2296.0,1.685304025770165
2297.0,1.6853039379930124
2298.0,1.685303982696496
2299.0,1.6853039201814681
