,forest_to_forest,forest_to_grass,forest_to_cropland,forest_to_degraded,grass_to_forest,grass_to_grass,grass_to_cropland,grass_to_degraded,cropland_to_forest,cropland_to_grass,cropland_to_cropland,cropland_to_degraded,degraded_to_forest,degraded_to_grass,degraded_to_cropland,degraded_to_degraded
2100.0,0.0,0.0,3.0806541442274238e-06,0.0,-0.0,0.0,5.224227905387124e-06,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2101.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.145982741590501e-06,1.8904447554035642e-06,0.0,0.0,-0.0,-0.0,-0.0,0.0
2102.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,5.391120909692404e-07,5.621194834048993e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2103.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,5.035877226333696e-07,3.6704540296028654e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2104.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.0264854444794764e-07,1.4636516620925022e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2105.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,5.623817438404899e-07,2.7093887311480103e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2106.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.097606657258666e-07,9.236335696272135e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2107.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.201629640235069e-07,1.398324966928044e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2108.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.7323494017063013e-07,8.974075260681502e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2109.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.426074979273608e-07,1.391649240289894e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2110.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.250598910042868e-07,6.842613231583528e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2111.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.1738281247584155e-07,1.1050701065329349e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2112.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.184795378530225e-07,2.5961399074958535e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2113.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.407955171397248e-07,1.2013912087383005e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2114.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.2859573345357376e-07,1.106262201844288e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2115.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,5.269050529221886e-08,1.9085407210184258e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2116.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4.8494338322768726e-08,1.3396739984017358e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2117.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.2025108314949193e-07,1.7857551881661493e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2118.0,0.0,0.0,2.8610180891064374e-10,0.0,-0.0,0.0,7.987022421218626e-08,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2119.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4.481792448274291e-07,5.447864559471327e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2120.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.6644001021859367e-07,3.1709670444968197e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2121.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.206968308688829e-07,1.631021495640539e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2122.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.460884094863559e-07,4.453659041558922e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2123.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4.220247262765042e-07,1.5430450428510767e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2124.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5008449594233753e-07,9.078979523735597e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2125.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,6.775855965202027e-08,1.7328262291727015e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2126.0,0.0,0.0,0.0,0.0,-0.0,0.0,6.682872744079305e-08,0.0,4.420995711740261e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
