Year,CO2 Forcing.Atmos CO2 exogenous
2320,1137.2679951985676
2321,1137.2679951985676
2322,1137.2679951985676
2323,1137.2679951985676
2324,1137.2679951985676
2325,1137.2679951985676
2326,1137.2679951985676
2327,1137.2679951985676
2328,1137.2679951985676
2329,1137.2679951985676
2330,1137.2679951985676
2331,1137.2679951985676
2332,1137.2679951985676
2333,1137.2679951985676
2334,1137.2679951985676
2335,1137.2679951985676
2336,1137.2679951985676
2337,1137.2679951985676
2338,1137.2679951985676
2339,1137.2679951985676
2340,1137.2679951985676
2341,1137.2679951985676
2342,1137.2679951985676
2343,1137.2679951985676
2344,1137.2679951985676
2345,1137.2679951985676
2346,1137.2679951985676
2347,1137.2679951985676
2348,1137.2679951985676
2349,1137.2679951985676
2350,1137.2679951985676
2351,1137.2679951985676
2352,1137.2679951985676
2353,1137.2679951985676
2354,1137.2679951985676
2355,1137.2679951985676
2356,1137.2679951985676
2357,1137.2679951985676
2358,1137.2679951985676
2359,1137.2679951985676
2360,1137.2679951985676
2361,1137.2679951985676
2362,1137.2679951985676
2363,1137.2679951985676
2364,1137.2679951985676
2365,1137.2679951985676
2366,1137.2679951985676
2367,1137.2679951985676
2368,1137.2679951985676
2369,1137.2679951985676
2370,1137.2679951985676
2371,1137.2679951985676
2372,1137.2679951985676
2373,1137.2679951985676
2374,1137.2679951985676
2375,1137.2679951985676
2376,1137.2679951985676
2377,1137.2679951985676
2378,1137.2679951985676
2379,1137.2679951985676
2380,1137.2679951985676
2381,1137.2679951985676
2382,1137.2679951985676
2383,1137.2679951985676
2384,1137.2679951985676
2385,1137.2679951985676
2386,1137.2679951985676
2387,1137.2679951985676
2388,1137.2679951985676
2389,1137.2679951985676
2390,1137.2679951985676
2391,1137.2679951985676
2392,1137.2679951985676
2393,1137.2679951985676
2394,1137.2679951985676
2395,1137.2679951985676
2396,1137.2679951985676
2397,1137.2679951985676
2398,1137.2679951985676
2399,1137.2679951985676
2400,1137.2679951985676
2401,1137.2679951985676
2402,1137.2679951985676
2403,1137.2679951985676
2404,1137.2679951985676
2405,1137.2679951985676
2406,1137.2679951985676
2407,1137.2679951985676
2408,1137.2679951985676
2409,1137.2679951985676
2410,1137.2679951985676
2411,1137.2679951985676
2412,1137.2679951985676
2413,1137.2679951985676
2414,1137.2679951985676
2415,1137.2679951985676
2416,1137.2679951985676
2417,1137.2679951985676
2418,1137.2679951985676
2419,1137.2679951985676
2420,1137.2679951985676
2421,1137.2679951985676
2422,1137.2679951985676
2423,1137.2679951985676
2424,1137.2679951985676
2425,1137.2679951985676
2426,1137.2679951985676
2427,1137.2679951985676
2428,1137.2679951985676
2429,1137.2679951985676
2430,1137.2679951985676
2431,1137.2679951985676
2432,1137.2679951985676
2433,1137.2679951985676
