Emissions.CH4 Baseline Emissions,Emissions.Baseline CO Emissions,Emissions.N2O Baseline Emissions,Emissions.Baseline NOx Emissions,Emissions.SO2 Baseline Emissions,Emissions.Baseline VOC Emissions
26.6237352006622,341.2760392721994,999.0866590657128,19.196182596750425,2.2975504114010232,59.42102486010496
