Year,CO2 Forcing.Atmos CO2 exogenous
1959,142.15849939982095
1960,142.15849939982095
1961,142.15849939982095
1962,142.15849939982095
1963,142.15849939982095
1964,142.15849939982095
1965,142.15849939982095
1966,142.15849939982095
1967,142.15849939982095
1968,142.15849939982095
1969,142.15849939982095
1970,142.15849939982095
1971,142.15849939982095
1972,142.15849939982095
1973,142.15849939982095
1974,142.15849939982095
1975,142.15849939982095
1976,142.15849939982095
1977,142.15849939982095
1978,142.15849939982095
1979,142.15849939982095
1980,142.15849939982095
1981,142.15849939982095
1982,142.15849939982095
1983,142.15849939982095
1984,142.15849939982095
1985,142.15849939982095
1986,142.15849939982095
1987,142.15849939982095
1988,142.15849939982095
1989,142.15849939982095
1990,142.15849939982095
1991,142.15849939982095
1992,142.15849939982095
1993,142.15849939982095
1994,142.15849939982095
1995,142.15849939982095
1996,142.15849939982095
1997,142.15849939982095
1998,142.15849939982095
1999,142.15849939982095
2000,142.15849939982095
2001,142.15849939982095
2002,142.15849939982095
2003,142.15849939982095
2004,142.15849939982095
2005,142.15849939982095
2006,142.15849939982095
2007,142.15849939982095
2008,142.15849939982095
2009,142.15849939982095
2010,142.15849939982095
2011,142.15849939982095
2012,142.15849939982095
2013,142.15849939982095
2014,142.15849939982095
2015,142.15849939982095
2016,142.15849939982095
2017,142.15849939982095
2018,142.15849939982095
2019,142.15849939982095
2020,142.15849939982095
2021,142.15849939982095
2022,142.15849939982095
2023,142.15849939982095
2024,142.15849939982095
2025,142.15849939982095
2026,142.15849939982095
2027,142.15849939982095
2028,142.15849939982095
2029,142.15849939982095
2030,142.15849939982095
2031,142.15849939982095
2032,142.15849939982095
2033,142.15849939982095
2034,142.15849939982095
2035,142.15849939982095
2036,142.15849939982095
2037,142.15849939982095
2038,142.15849939982095
2039,142.15849939982095
2040,142.15849939982095
2041,142.15849939982095
2042,142.15849939982095
2043,142.15849939982095
2044,142.15849939982095
2045,142.15849939982095
2046,142.15849939982095
2047,142.15849939982095
2048,142.15849939982095
2049,142.15849939982095
2050,142.15849939982095
2051,142.15849939982095
2052,142.15849939982095
2053,142.15849939982095
2054,142.15849939982095
2055,142.15849939982095
2056,142.15849939982095
2057,142.15849939982095
2058,142.15849939982095
2059,142.15849939982095
2060,142.15849939982095
2061,142.15849939982095
2062,142.15849939982095
2063,142.15849939982095
2064,142.15849939982095
2065,142.15849939982095
2066,142.15849939982095
2067,142.15849939982095
2068,142.15849939982095
2069,142.15849939982095
2070,142.15849939982095
2071,142.15849939982095
2072,142.15849939982095
2073,142.15849939982095
2074,142.15849939982095
2075,142.15849939982095
2076,142.15849939982095
2077,142.15849939982095
2078,142.15849939982095
2079,142.15849939982095
2080,142.15849939982095
2081,142.15849939982095
2082,142.15849939982095
2083,142.15849939982095
2084,142.15849939982095
2085,142.15849939982095
2086,142.15849939982095
2087,142.15849939982095
2088,142.15849939982095
2089,142.15849939982095
2090,142.15849939982095
2091,142.15849939982095
2092,142.15849939982095
2093,142.15849939982095
2094,142.15849939982095
2095,142.15849939982095
2096,142.15849939982095
2097,142.15849939982095
2098,142.15849939982095
2099,142.15849939982095
2100,142.15849939982095
2101,142.15849939982095
2102,142.15849939982095
2103,142.15849939982095
2104,142.15849939982095
2105,142.15849939982095
2106,142.15849939982095
2107,142.15849939982095
2108,142.15849939982095
2109,142.15849939982095
2110,142.15849939982095
2111,142.15849939982095
2112,142.15849939982095
2113,142.15849939982095
2114,142.15849939982095
2115,142.15849939982095
2116,142.15849939982095
2117,142.15849939982095
2118,142.15849939982095
2119,142.15849939982095
2120,142.15849939982095
2121,142.15849939982095
2122,142.15849939982095
2123,142.15849939982095
2124,142.15849939982095
2125,142.15849939982095
2126,142.15849939982095
2127,142.15849939982095
2128,142.15849939982095
2129,142.15849939982095
2130,142.15849939982095
2131,142.15849939982095
2132,142.15849939982095
2133,142.15849939982095
2134,142.15849939982095
2135,142.15849939982095
2136,142.15849939982095
2137,142.15849939982095
2138,142.15849939982095
2139,142.15849939982095
2140,142.15849939982095
2141,142.15849939982095
2142,142.15849939982095
2143,142.15849939982095
2144,142.15849939982095
2145,142.15849939982095
2146,142.15849939982095
2147,142.15849939982095
2148,142.15849939982095
2149,142.15849939982095
2150,142.15849939982095
2151,142.15849939982095
2152,142.15849939982095
2153,142.15849939982095
2154,142.15849939982095
2155,142.15849939982095
2156,142.15849939982095
2157,142.15849939982095
2158,142.15849939982095
2159,142.15849939982095
2160,142.15849939982095
2161,142.15849939982095
2162,142.15849939982095
2163,142.15849939982095
2164,142.15849939982095
2165,142.15849939982095
2166,142.15849939982095
2167,142.15849939982095
2168,142.15849939982095
2169,142.15849939982095
2170,142.15849939982095
2171,142.15849939982095
2172,142.15849939982095
2173,142.15849939982095
2174,142.15849939982095
2175,142.15849939982095
2176,142.15849939982095
2177,142.15849939982095
2178,142.15849939982095
2179,142.15849939982095
2180,142.15849939982095
2181,142.15849939982095
2182,142.15849939982095
2183,142.15849939982095
2184,142.15849939982095
2185,142.15849939982095
2186,142.15849939982095
2187,142.15849939982095
2188,142.15849939982095
2189,142.15849939982095
2190,142.15849939982095
2191,142.15849939982095
2192,142.15849939982095
2193,142.15849939982095
2194,142.15849939982095
2195,142.15849939982095
2196,142.15849939982095
2197,142.15849939982095
2198,142.15849939982095
2199,142.15849939982095
2200,142.15849939982095
2201,142.15849939982095
2202,142.15849939982095
2203,142.15849939982095
2204,142.15849939982095
2205,142.15849939982095
2206,142.15849939982095
2207,142.15849939982095
2208,142.15849939982095
2209,142.15849939982095
2210,142.15849939982095
2211,142.15849939982095
2212,142.15849939982095
2213,142.15849939982095
2214,142.15849939982095
2215,142.15849939982095
2216,142.15849939982095
2217,142.15849939982095
2218,142.15849939982095
2219,142.15849939982095
2220,142.15849939982095
2221,142.15849939982095
2222,142.15849939982095
2223,142.15849939982095
2224,142.15849939982095
2225,142.15849939982095
2226,142.15849939982095
