Emissions.CH4 Baseline Emissions,Emissions.Baseline CO Emissions,Emissions.N2O Baseline Emissions,Emissions.Baseline NOx Emissions,Emissions.SO2 Baseline Emissions,Emissions.Baseline VOC Emissions
19.019783117809567,348.5273587773604,86.02230753848028,12.735211942317768,2.4400484348220126,60.02182622415481
