,wood_harvest_area
2100.0,361.6080319881439
2101.0,361.7554878592491
2102.0,361.9402347803116
2103.0,362.134122133255
2104.0,362.34358072280884
2105.0,362.57330298423767
2106.0,362.81878024339676
2107.0,363.0875977277756
2108.0,363.37243461608887
2109.0,363.6793583035469
2110.0,364.00185656547546
2111.0,364.3489995598793
2112.0,364.7121158838272
2113.0,365.0972889363766
2114.0,365.51844224333763
2115.0,365.94599664211273
2116.0,366.3991171717644
2117.0,366.88607347011566
2118.0,367.3952541947365
2119.0,367.9240304529667
2120.0,368.482408285141
2121.0,369.06899777054787
2122.0,369.6776607334614
2123.0,370.30412912368774
2124.0,370.95430478453636
2125.0,371.62670812010765
2126.0,372.31105530261993
2127.0,373.01480412483215
2128.0,373.7374170124531
2129.0,374.46726843714714
2130.0,375.2057081460953
2131.0,375.94649761915207
2132.0,376.6895104944706
2133.0,377.4380978643894
2134.0,378.19696828722954
2135.0,378.9668151438236
2136.0,379.74418100714684
2137.0,380.5260905623436
2138.0,381.318412065506
2139.0,382.1262992620468
2140.0,382.9558660387993
2141.0,383.81343510746956
2142.0,384.6950852572918
2143.0,385.54069098830223
2144.0,386.39180997014046
2145.0,387.2639008760452
2146.0,388.14809545874596
2147.0,389.0508311986923
2148.0,389.9726711511612
2149.0,390.9102797806263
2150.0,391.86221182346344
2151.0,392.8321155011654
2152.0,393.8176860511303
2153.0,394.82050535082817
2154.0,395.8406102359295
2155.0,396.8755008280277
2156.0,397.9298404753208
2157.0,398.9979137480259
2158.0,400.0796845257282
2159.0,401.1738901436329
2160.0,402.28199419379234
2161.0,403.40317994356155
2162.0,404.53756669163704
2163.0,405.68644911050797
2164.0,406.84937849640846
2165.0,408.0257337093353
2166.0,409.2183084785938
2167.0,410.4297570884228
2168.0,411.2007529437542
2169.0,411.7255697250366
2170.0,412.29078364372253
2171.0,412.8971537947655
2172.0,413.5522207915783
2173.0,414.26230266690254
2174.0,415.0388473570347
2175.0,415.4617419242859
2176.0,415.5872248709202
2177.0,415.66021966934204
2178.0,415.7344580292702
2179.0,415.80775874853134
2180.0,415.8819010555744
2181.0,415.95520439743996
2182.0,416.0286013484001
2183.0,416.10268956422806
2184.0,416.17708918452263
2185.0,416.2519768476486
2186.0,416.32729360461235
2187.0,416.40277126431465
2188.0,416.47892022132874
2189.0,416.5563101172447
2190.0,416.63328298926353
2191.0,416.7109562456608
2192.0,416.7895795404911
2193.0,416.86993756890297
2194.0,416.95100224018097
2195.0,417.0336843132973
2196.0,417.1155631542206
2197.0,417.1998593211174
2198.0,417.2823638021946
2199.0,417.43618136644363
2200.0,417.6142595410347
2201.0,417.69516372680664
2202.0,417.7765276134014
2203.0,417.857353836298
2204.0,417.9392157495022
2205.0,418.0217168331146
2206.0,418.1028505563736
2207.0,418.18494391441345
2208.0,418.266537964344
2209.0,418.3508515357971
2210.0,418.43092173337936
2211.0,418.51113125681877
2212.0,418.5954343378544
2213.0,418.67998096346855
2214.0,418.76458156108856
2215.0,418.8499222099781
2216.0,418.9357689023018
2217.0,419.0221400856972
2218.0,419.10990512371063
2219.0,419.1977921128273
2220.0,419.2865266799927
2221.0,419.37445959448814
2222.0,419.46354565024376
2223.0,419.55406442284584
2224.0,419.6444919705391
2225.0,419.7361855506897
2226.0,419.82904574275017
2227.0,419.91967287659645
2228.0,420.01343947649
2229.0,420.1044534146786
2230.0,420.1991420388222
2231.0,420.2950190603733
2232.0,420.38955211639404
2233.0,420.48456996679306
2234.0,420.579523652792
2235.0,420.67507576942444
2236.0,420.77164924144745
2237.0,420.8695012331009
2238.0,420.96646985411644
2239.0,421.0633061528206
2240.0,421.1593585908413
2241.0,421.2560770511627
2242.0,421.35584846138954
2243.0,421.4535357952118
2244.0,421.55268731713295
2245.0,421.6531671881676
2246.0,421.7537462413311
2247.0,421.8537957072258
2248.0,421.95733031630516
2249.0,422.07813987135887
2250.0,422.18413907289505
2251.0,422.2903937101364
2252.0,422.3950327336788
2253.0,422.50146892666817
2254.0,422.6110714375973
2255.0,422.7187084853649
2256.0,422.82656693458557
2257.0,422.9374350309372
2258.0,423.0470616519451
2259.0,423.15764659643173
2260.0,423.2683755457401
2261.0,423.378702878952
2262.0,423.4900791347027
2263.0,423.6023833453655
2264.0,423.7161625623703
2265.0,423.8307181596756
2266.0,423.9453244507313
2267.0,424.0595711171627
2268.0,424.1754238307476
2269.0,424.2941914200783
2270.0,424.40879514813423
2271.0,424.5288423001766
2272.0,424.6477957069874
2273.0,424.76903319358826
2274.0,424.9164516925812
2275.0,425.03929260373116
2276.0,425.16036462783813
2277.0,425.282949000597
2278.0,425.4044626057148
2279.0,425.52737990021706
2280.0,425.6499292254448
2281.0,425.771953523159
2282.0,425.89918917417526
2283.0,426.02302291989326
2284.0,426.1501089334488
2285.0,426.277529835701
2286.0,426.4063232243061
2287.0,426.5397548377514
2288.0,426.66887003183365
2289.0,426.8004676103592
2290.0,426.93220910429955
2291.0,427.06073236465454
2292.0,427.19131994247437
2293.0,427.3233679533005
2294.0,427.4560931921005
2295.0,427.58800998330116
2296.0,427.7222737967968
2297.0,427.85525792837143
2298.0,427.9911171197891
2299.0,428.1262895166874
