,wood_harvest_biomass
2100.0,1.5924344907980412
2101.0,1.5924344456288964
2102.0,1.5924344512168318
2103.0,1.592434432124719
2104.0,1.5924344577360898
2105.0,1.5924344973172992
2106.0,1.5924344662344083
2107.0,1.592434475547634
2108.0,1.5924344268860295
2109.0,1.5924343776423484
2110.0,1.5924344287486747
2111.0,1.5924344441154972
2112.0,1.5924344689119607
2113.0,1.5924344459781423
2114.0,1.5924344669329002
2115.0,1.5924344561062753
2116.0,1.5924344655359164
2117.0,1.5924344781087711
2118.0,1.5924344749655575
2119.0,1.5924345249077305
2120.0,1.592434450169094
2121.0,1.5924344646045938
2122.0,1.592434470076114
2123.0,1.592434499762021
2124.0,1.5924344486556947
2125.0,1.5924344123341143
2126.0,1.5924344633240253
2127.0,1.5924344403902069
2128.0,1.5924344247905537
2129.0,1.5924344715895131
2130.0,1.592434476246126
2131.0,1.5924344431841746
2132.0,1.5924344575032592
2133.0,1.592434433172457
2134.0,1.592434428515844
2135.0,1.5924344547092915
2136.0,1.592434506979771
2137.0,1.5924344045342878
2138.0,1.5924344480736181
2139.0,1.5924344392260537
2140.0,1.592434441903606
2141.0,1.5924344231607392
2142.0,1.592434482765384
2143.0,1.5924344294471666
2144.0,1.5924344300292432
2145.0,1.592434436432086
2146.0,1.592434451682493
2147.0,1.5924344711238518
2148.0,1.592434465768747
2149.0,1.5924344710074365
2150.0,1.5924344204831868
2151.0,1.5924344444647431
2152.0,1.5924344956874847
2153.0,1.5924344533123076
2154.0,1.5924344505183399
2155.0,1.5924345313105732
2156.0,1.5924344421364367
2157.0,1.5924344209488481
2158.0,1.5924344821833074
2159.0,1.592434476595372
2160.0,1.5924344636732712
2161.0,1.5924343982478604
2162.0,1.592434473684989
2163.0,1.5924344365485013
2164.0,1.592434480204247
2165.0,1.5924344852101058
2166.0,1.592434436432086
2167.0,1.5924344826489687
2168.0,1.5921871449099854
2169.0,1.5920434199506417
2170.0,1.5920432871789671
2171.0,1.5920433377614245
2172.0,1.5920433328137733
2173.0,1.5920433765859343
2174.0,1.5920433643623255
2175.0,1.5920433169230819
2176.0,1.5920433152932674
2177.0,1.5920433441642672
2178.0,1.5920433551073074
2179.0,1.5920432864222676
2180.0,1.5920433448627591
2181.0,1.5920433211140335
2182.0,1.5920433485880494
2183.0,1.5920433967839926
2184.0,1.592043346259743
2185.0,1.5920433157589287
2186.0,1.5920433353167027
2187.0,1.5920433304272592
2188.0,1.5920433308929205
2189.0,1.5920433667488396
2190.0,1.5920433634892106
2191.0,1.5920433814171702
2192.0,1.592043345561251
2193.0,1.5920433311257511
2194.0,1.5920433381106704
2195.0,1.5920433816500008
2196.0,1.5920432831626385
2197.0,1.5920432964339852
2198.0,1.5920433620922267
2199.0,1.5920433159917593
2200.0,1.5920433667488396
2201.0,1.592043365817517
2202.0,1.5920433427672833
2203.0,1.592043402371928
2204.0,1.592043306445703
2205.0,1.5920433523133397
2206.0,1.5920433620922267
2207.0,1.592043350217864
2208.0,1.5920433313585818
2209.0,1.5920433211140335
2210.0,1.5920433637220412
2211.0,1.5920433700084686
2212.0,1.5920433248393238
2213.0,1.5920433476567268
2214.0,1.5920433783903718
2215.0,1.5920433576684445
2216.0,1.5920433597639203
2217.0,1.5920433546416461
2218.0,1.5920433574356139
2219.0,1.592043338343501
2220.0,1.5920432966668159
2221.0,1.5920433818828315
2222.0,1.592043325304985
2223.0,1.5920433800201863
2224.0,1.5920433080755174
2225.0,1.5920433471910655
2226.0,1.59204336325638
2227.0,1.5920433562714607
2228.0,1.592043459881097
2229.0,1.5920433164574206
2230.0,1.5920433877035975
2231.0,1.592043405631557
2232.0,1.592043339740485
2233.0,1.5920433986466378
2234.0,1.5920433141291142
2235.0,1.5920433241408318
2236.0,1.592043384211138
2237.0,1.5920433595310897
2238.0,1.5920433546416461
2239.0,1.5920433839783072
2240.0,1.5920433136634529
2241.0,1.5920433367136866
2242.0,1.5920433341525495
2243.0,1.5920433201827109
2244.0,1.5920433548744768
2245.0,1.59204336325638
2246.0,1.5920433448627591
2247.0,1.5920433446299285
2248.0,1.5920433173887432
2249.0,1.5920433674473315
2250.0,1.5920433977153152
2251.0,1.5920433334540576
2252.0,1.592043390730396
2253.0,1.5920433305436745
2254.0,1.5920433467254043
2255.0,1.5920432900311425
2256.0,1.592043376294896
2257.0,1.592043382115662
2258.0,1.5920433367136866
2259.0,1.592043292359449
2260.0,1.5920432934071869
2261.0,1.5920432803686708
2262.0,1.592043349519372
2263.0,1.5920432697748765
2264.0,1.5920433764113113
2265.0,1.5920433787396178
2266.0,1.5920433135470375
2267.0,1.5920433374121785
2268.0,1.5920433456776664
2269.0,1.592043345561251
2270.0,1.5920433892169967
2271.0,1.5920433051651344
2272.0,1.5920432718703523
2273.0,1.5920433489372954
2274.0,1.592043305048719
2275.0,1.592043386073783
2276.0,1.5920433906139806
2277.0,1.5920433781575412
2278.0,1.5920433411374688
2279.0,1.5920433313585818
2280.0,1.592043319134973
2281.0,1.59204328909982
2282.0,1.59204339038115
2283.0,1.5920433171559125
2284.0,1.5920434048166499
2285.0,1.5920433176215738
2286.0,1.5920433461433277
2287.0,1.5920433338033035
2288.0,1.592043362557888
2289.0,1.5920433949213475
2290.0,1.5920433113351464
2291.0,1.5920433653518558
2292.0,1.5920433179708198
2293.0,1.5920433776918799
2294.0,1.5920433881692588
2295.0,1.592043386423029
2296.0,1.5920433648861945
2297.0,1.5920433829305694
2298.0,1.59204333613161
2299.0,1.5920433286810294
