,forest,non-forest,grass,cropland,degraded
2100.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2101.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2102.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2103.0,3807.8783000000003,4653.2906,2642.91985,1784.623925,104.343
2104.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2105.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2106.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2107.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2108.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2109.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2110.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2111.0,3807.8783,4653.2904,2642.91985,1784.623925,104.343
2112.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2113.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2114.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2115.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2116.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2117.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2118.0,3807.8785,4653.2904,2642.91985,1784.623925,104.343
2119.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2120.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2121.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2122.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2123.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2124.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2125.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2126.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2127.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2128.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2129.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2130.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2131.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2132.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2133.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2134.0,3807.8784,4653.2906,2642.91985,1784.623925,104.343
2135.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2136.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2137.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2138.0,3807.8785,4653.2904,2642.91985,1784.623925,104.343
2139.0,3807.8785000000007,4653.2904,2642.91985,1784.623925,104.343
2140.0,3807.8785,4653.2904,2642.91985,1784.623925,104.343
2141.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2142.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2143.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2144.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2145.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2146.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2147.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2148.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2149.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2150.0,3807.8785,4653.2904,2642.91985,1784.623925,104.343
2151.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2152.0,3807.8785,4653.2904,2642.91985,1784.623925,104.343
2153.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2154.0,3807.8784,4653.2906,2642.91985,1784.623925,104.343
2155.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2156.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2157.0,3807.8783,4653.2904,2642.91985,1784.623925,104.343
2158.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2159.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2160.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2161.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2162.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2163.0,3807.8783000000003,4653.2906,2642.91985,1784.623925,104.343
2164.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2165.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2166.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2167.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2168.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2169.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2170.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2171.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2172.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2173.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2174.0,3807.8783,4653.2906,2642.91985,1784.623925,104.343
2175.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2176.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2177.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2178.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2179.0,3807.8784000000005,4653.2906,2642.91985,1784.623925,104.343
2180.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2181.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2182.0,3807.8784,4653.2906,2642.91985,1784.623925,104.343
2183.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2184.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2185.0,3807.8785,4653.2906,2642.91985,1784.623925,104.343
2186.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2187.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2188.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2189.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2190.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2191.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2192.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2193.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2194.0,3807.8785000000003,4653.2904,2642.91985,1784.623925,104.343
2195.0,3807.8784000000005,4653.2904,2642.91985,1784.623925,104.343
2196.0,3807.8783000000003,4653.2904,2642.91985,1784.623925,104.343
2197.0,3807.8784,4653.2904,2642.91985,1784.623925,104.343
2198.0,3807.8783000000003,4653.2906,2642.91985,1784.623925,104.343
