,forest_to_forest,forest_to_grass,forest_to_cropland,forest_to_degraded,grass_to_forest,grass_to_grass,grass_to_cropland,grass_to_degraded,cropland_to_forest,cropland_to_grass,cropland_to_cropland,cropland_to_degraded,degraded_to_forest,degraded_to_grass,degraded_to_cropland,degraded_to_degraded
2100.0,0.0,0.0,3.2111167911352823e-06,0.0,-0.0,0.0,2.3618698108407443e-06,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2101.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.6768574706560457e-06,1.8539905539682877e-06,0.0,0.0,-0.0,-0.0,-0.0,0.0
2102.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,8.682966239348389e-07,2.3508071933520114e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2103.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.260850913733293e-07,1.4157295247230195e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2104.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0203123146368398e-07,1.386165617844881e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2105.0,0.0,0.0,5.3632257746016876e-08,0.0,-0.0,0.0,3.164291371149375e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2106.0,0.0,0.0,0.0,0.0,-0.0,0.0,3.747939913978371e-08,0.0,5.3977966985030434e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2107.0,0.0,0.0,0.0,0.0,-0.0,0.0,8.01563260210969e-08,0.0,2.3094415801949708e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2108.0,0.0,0.0,1.6955137027707678e-07,0.0,-0.0,0.0,1.6746520969945777e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2109.0,0.0,0.0,9.753703977821715e-08,0.0,-0.0,0.0,2.584457394760875e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2110.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.92165376944331e-08,0.0,1.827836033641006e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2111.0,0.0,0.0,5.776882083807777e-08,0.0,-0.0,0.0,1.0161399899288881e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2112.0,0.0,0.0,3.300905149217215e-08,0.0,-0.0,0.0,1.8754005459697964e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2113.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.6688575793798464e-07,0.0,9.295940550657633e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2114.0,0.0,0.0,6.021261178545956e-08,0.0,-0.0,0.0,1.3852119451485123e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2115.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.3661384556939993e-07,0.0,1.1337995609039808e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2116.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0921230436954374e-07,0.0,7.647276589750618e-09,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2117.0,0.0,0.0,1.3969540546554526e-07,0.0,-0.0,0.0,1.1227130869428947e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2118.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0128021088462447e-07,0.0,3.084182740309416e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2119.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.2848377117791188e-07,0.0,9.571910020156338e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2120.0,0.0,0.0,1.6869902452754104e-07,0.0,-0.0,0.0,0.0,0.0,0.0,1.912117042479622e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2121.0,0.0,0.0,0.0,0.0,-0.0,0.0,7.681846625473554e-08,0.0,2.2273063748912136e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2122.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.8072128327162318e-07,0.0,7.887482667001677e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2123.0,0.0,0.0,6.01649272624627e-08,0.0,-0.0,0.0,2.1152496287868416e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2124.0,0.0,0.0,4.270672704365097e-08,0.0,-0.0,0.0,0.0,0.0,0.0,7.717609307178463e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2125.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.05359267929839e-07,0.0,1.7775297322941697e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2126.0,0.0,0.0,4.4935941190260564e-08,0.0,-0.0,0.0,2.0260810806860263e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2127.0,0.0,0.0,0.0,0.0,-0.0,0.0,3.905296352968435e-08,0.0,5.61922792741143e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2128.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.1451244397164828e-07,0.0,3.442883507176475e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2129.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.315759655147076e-07,0.0,3.127813350545239e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2130.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,7.842779226052699e-08,3.659725322791019e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2131.0,0.0,0.0,0.0,0.0,-0.0,0.0,5.6266783232672424e-08,0.0,1.2130737481186316e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2132.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.9206274732018755e-08,0.0,5.25951389107604e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2133.0,0.0,0.0,0.0,0.0,-0.0,0.0,3.639459613680174e-07,0.0,2.157330509788835e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2134.0,0.0,0.0,0.0,0.0,-0.0,0.0,3.086566930932122e-07,0.0,1.1817216716281109e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2135.0,0.0,0.0,4.10318374832741e-08,0.0,-0.0,0.0,1.1334419269815044e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2136.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.909732816329779e-07,0.0,1.211524018884802e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2137.0,0.0,0.0,7.851719807661084e-08,0.0,-0.0,0.0,1.0917186799019873e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2138.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.149045563726304e-08,3.8862227214053746e-08,0.0,0.0,-0.0,-0.0,-0.0,0.0
2139.0,0.0,0.0,2.450913179075087e-07,0.0,-0.0,0.0,5.001544955973714e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2140.0,0.0,0.0,1.944452527880003e-07,0.0,-0.0,0.0,4.470348358154297e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2141.0,0.0,0.0,0.0,0.0,-0.0,0.0,8.950233443272282e-08,0.0,2.804279333190607e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2142.0,0.0,0.0,3.763675682222356e-07,0.0,-0.0,0.0,1.0695457497433836e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2143.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0561049101909248e-07,1.3236999585330977e-07,0.0,0.0,-0.0,-0.0,-0.0,0.0
2144.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.3493766931892424e-07,0.0,1.411944623441741e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2145.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.1934507543619475e-09,0.0,6.1512004378982965e-09,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2146.0,0.0,0.0,0.0,0.0,-0.0,0.0,3.487586983652591e-07,0.0,1.0022223051464607e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2147.0,0.0,0.0,0.0,0.0,-0.0,0.0,3.4894943290453284e-07,0.0,8.83638762161354e-09,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2148.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0022392455132376e-07,0.0,2.005517476533214e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2149.0,0.0,0.0,1.3747810001518701e-08,0.0,-0.0,0.0,2.5441646656076955e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2150.0,0.0,0.0,1.6537310187914045e-08,0.0,-0.0,0.0,3.6447048223919865e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2151.0,0.0,0.0,7.800161760940227e-08,0.0,-0.0,0.0,3.3885240569020425e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2152.0,0.0,0.0,2.317637211035617e-07,0.0,-0.0,0.0,3.433942801223111e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2153.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.379775043692689e-07,0.0,1.0476410317039608e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2154.0,0.0,0.0,1.5337169223528235e-07,0.0,-0.0,0.0,3.400444992252005e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2155.0,0.0,0.0,0.0,0.0,-0.0,0.0,8.85725022214956e-08,0.0,8.165240394930606e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2156.0,0.0,0.0,0.0,0.0,-0.0,0.0,8.87632385371262e-08,0.0,3.1513571840946497e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2157.0,0.0,0.0,2.4884929672452927e-09,0.0,-0.0,0.0,3.8092136378509167e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2158.0,0.0,0.0,9.944438872366845e-08,0.0,-0.0,0.0,2.598285693267144e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2159.0,0.0,0.0,1.4185905783392627e-08,0.0,-0.0,0.0,1.4705658024638524e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2160.0,0.0,0.0,6.158351872898038e-08,0.0,-0.0,0.0,1.3517141361774065e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2161.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.4230222684404907e-07,0.0,2.5048851881592782e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2162.0,0.0,0.0,1.6529262225617458e-07,0.0,-0.0,0.0,3.4065246623526946e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2163.0,0.0,0.0,1.6483962639313177e-07,0.0,-0.0,0.0,2.936840068912261e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2164.0,0.0,0.0,2.070635556350453e-07,0.0,-0.0,0.0,1.3859272129934652e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2165.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.1552782015230605e-07,0.0,6.187558199144405e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2166.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.1674375594880075e-07,0.0,9.012520330031748e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2167.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.2379884672952812e-07,0.0,2.8187334599749647e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2168.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.1351575796302313e-07,0.0,3.154874050892431e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2169.0,0.0,0.0,6.60836700916434e-08,0.0,-0.0,0.0,3.8304328953131517e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2170.0,0.0,0.0,1.4382004742685695e-07,0.0,-0.0,0.0,2.137064925022969e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2171.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.700899136622638e-07,0.0,9.054541649788916e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2172.0,0.0,0.0,2.8583407640780933e-08,0.0,-0.0,0.0,4.897356031818845e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2173.0,0.0,0.0,1.5189349689137543e-07,0.0,-0.0,0.0,2.2658109699591478e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2174.0,0.0,0.0,7.031560045334118e-08,0.0,-0.0,0.0,1.2456178666298e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2175.0,0.0,0.0,5.4955489048325035e-09,0.0,-0.0,0.0,5.612969395940581e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2176.0,0.0,0.0,4.240870765670479e-09,0.0,-0.0,0.0,4.830598836491617e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2177.0,0.0,0.0,4.905462702708974e-09,0.0,-0.0,0.0,2.987742426796558e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2178.0,0.0,0.0,4.240870765670479e-09,0.0,-0.0,0.0,2.0891427965352705e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2179.0,0.0,0.0,9.703338221811464e-08,0.0,-0.0,0.0,2.596735946269746e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2180.0,0.0,0.0,1.443922492683214e-08,0.0,-0.0,0.0,2.596735946269746e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2181.0,0.0,0.0,8.079111424308394e-08,0.0,-0.0,0.0,2.829432492745809e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2182.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.8713941624403105e-07,0.0,2.5379657486723772e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2183.0,0.0,0.0,1.3014376065711986e-07,0.0,-0.0,0.0,2.8723478351366794e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2184.0,0.0,0.0,1.3086795824790443e-07,0.0,-0.0,0.0,1.9090175662483944e-07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2185.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.9090175662483944e-07,0.0,3.3470989535544504e-08,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
