,ECS,TCR,OHC,temperature 2003-2022,ERFaer,CO2 concentration
15496,3.4208609336580573,2.16499985051735,600.565810821,1.231863574028761,-0.47735956625387005,416.890361959
9738,3.719791408307752,1.8440411637727108,700.643905215,1.2374713618429058,-0.9603046056454999,416.074855406
26157,2.991422532461173,1.5882554216779612,693.9441078689998,1.1035647178843955,-0.7751603338122999,416.157429477
3518,3.613819164235332,1.9759548714454045,736.658692014,1.066218337773885,-0.6339356020558,416.75843479
28701,2.2803313828278378,1.4716583300425787,659.9212415910001,1.1890220710649968,-0.9394456061608999,416.412189292
9858,1.8099417861936884,1.531945127874255,446.90266926699996,1.0111148889758523,-0.49730176160879996,416.614881698
25626,2.6294557236678764,1.6606765978885136,573.674276072,0.9973125853574496,-1.4066263944858002,416.705338339
21408,2.130222741497282,1.680744428948558,575.3425474059999,0.9799504594696768,-0.48460859948575996,416.986323048
3806,1.933563424976453,1.6664668944327836,564.245293705,1.1556336560829128,-0.25248953514288003,416.279313711
3379,2.830694582656665,1.9077374405384584,543.4739883369999,1.1837900032784543,-0.91759046368092,417.529762313
28918,2.6092333213502856,1.5590857589688183,616.053430919,1.2066769925636203,-0.3889198156731,416.847687893
22893,2.222754699060101,1.754813064117834,550.0827039760001,0.9436770818711078,-0.44121780140530004,416.97841322
15745,1.8532972922763755,1.6064741209580455,510.7647282859999,1.0166954449122518,-0.17278889847953996,417.527525488
26102,1.814715850829936,1.2710617627267236,431.310644702,0.9485995660764388,-0.7253670864122,416.498743783
26369,2.217752719796116,1.7477377978123816,524.2591586059999,1.1228138033056787,-0.5704192817238,417.639256162
3701,3.5684481074289107,1.8418953634119963,668.663731673,1.0146874785935354,-1.1760281384253002,417.40680336
22954,3.1659668557431906,2.1497791935002497,415.39304961,1.1699858966927545,-0.9269447484588,417.014925247
23960,2.09262372360387,1.7646806051145645,489.8124735039999,0.9298616970123865,-0.6007050476428,417.697563008
27020,2.2396802184660816,1.52194787155614,395.25688083600005,0.9151237819933161,-0.8848549987726999,416.463208478
5377,2.328736200718476,1.6486060994444185,569.0994485879999,1.1297446863305838,-0.21391437121829998,417.265320279
43,1.9707988305347437,1.7240535308923557,287.77308879919997,1.070428372861148,-1.2373134936044,417.550720412
6746,4.024318467236066,2.289282821434549,546.599777368,0.9839899587546229,-1.091878354945186,417.081454532
8947,2.6153492810886725,1.6578739445730482,553.517529506,0.8968278121284026,-0.9836505256151322,417.309875855
19908,1.9825011767427887,1.493442949568112,611.0104397480001,0.8615541139838062,-0.3209629832441,416.299317535
11631,2.074839345677687,1.5772469512368692,664.688612245,1.0805627205750905,-0.31862115785676004,417.186632241
11432,2.120469314202335,1.5757268511240106,401.883262789,1.1348233976458322,-0.8294728566509999,416.660175244
10304,2.3099402119358503,1.9118422783052569,345.331737325,1.1536623983508745,-0.4804425968314,415.823332742
13138,2.783886816966838,1.6162246399570968,538.072948735,0.9664565286608466,-0.949455235349,418.249732391
1025,3.187968982004365,2.147202655003852,417.74360379700005,1.187327056019227,-1.0019993572737602,417.591777867
12105,1.765226356881708,1.2745730727011553,490.41855927299997,1.0934635951246956,-0.8417002576946,417.241241796
7622,2.079511270901196,1.6341120643664535,458.960585675,0.8680730481647646,-0.45401791314105,415.99103825
29825,1.9345032669013336,1.5946395040788115,404.56214265,0.9532416345983253,-0.42110132697770997,417.739713916
5043,3.126963902393089,2.7269479405466703,241.45424459800003,1.2406521427436605,-0.51242443327683,418.149120976
27296,2.452678267535522,1.7440807197062085,501.33954088800004,1.0525177920790176,-0.7616668907988,419.058523511
2783,2.1020399172978874,1.5254080919793185,455.37197802,1.1352525508389821,-0.6708645866651,417.076622041
13184,5.062724812581972,1.9023319822608176,681.3377678979999,1.1186565943590718,-0.8091975890391299,417.551704732
22768,1.965124390306184,1.4759462258730185,534.0205489880001,1.1795819465045803,-0.2376995259645,416.842583563
9063,3.739421837279498,2.007598313889688,465.6086697906,1.0645767493067335,-1.5309113557857,416.59512253
