,forest_to_forest,forest_to_grass,forest_to_cropland,forest_to_degraded,grass_to_forest,grass_to_grass,grass_to_cropland,grass_to_degraded,cropland_to_forest,cropland_to_grass,cropland_to_cropland,cropland_to_degraded,degraded_to_forest,degraded_to_grass,degraded_to_cropland,degraded_to_degraded
2015.0,0.0,0.0,4.176094677734373,0.3941184144020081,0.7567474487304688,0.0,9.024485096114875,0.6786513313055039,0.0,0.0,0.0,0.4409941925674677,0.0,0.0,0.0,0.0
2016.0,0.0,0.0,4.257983435058595,0.39300410647392275,1.0075979095458985,0.0,8.949292193877696,0.6730691947221756,0.0,0.0,0.0,0.4476906735688448,0.0,0.0,0.0,0.0
2017.0,0.0,0.0,4.153279785156251,0.3923899038314819,0.9928566955566407,0.0,9.057841236323117,0.669838758468628,0.0,0.0,0.0,0.45153519573211676,0.0,0.0,0.0,0.0
2018.0,0.0,0.0,4.085001342773438,0.3915293078899384,0.894015283203125,0.0,9.13011038930416,0.6667082110404968,0.0,0.0,0.0,0.45552642204761506,0.0,0.0,0.0,0.0
2019.0,0.0,0.0,4.041784082031249,0.39076825032234197,0.886375262451172,0.0,9.177246160423758,0.6635510680198669,0.0,0.0,0.0,0.45944460432529455,0.0,0.0,0.0,0.0
2020.0,0.0,2.9522900634765623,3.4658090332031257,0.4151388174057007,0.0,0.0,3.958988684254889,0.6851186860203743,0.0,0.0,0.0,0.4834504947602749,0.0,0.0,0.0,0.0
2021.0,0.0,2.9155147827148435,3.4795482849121093,0.4135082206726074,0.0,0.0,3.94986791988015,0.6821300412893295,0.0,0.0,0.0,0.4880697120845318,0.0,0.0,0.0,0.0
2022.0,0.0,2.8858088806152344,3.483613568115235,0.412427107667923,0.0,0.0,3.9490618949234495,0.6799515111923217,0.0,0.0,0.0,0.4913293957829476,0.0,0.0,0.0,0.0
2023.0,0.0,2.7973525512695314,3.4782303894042954,0.4114003022193909,0.0,0.0,3.957025235646965,0.6783977934122085,0.0,0.0,0.0,0.49390988399982455,0.0,0.0,0.0,0.0
2024.0,0.0,2.5994399536132815,3.488105554199219,0.41055180025100707,0.0,0.0,3.9470084684491145,0.6793877128839493,0.0,0.0,0.0,0.4937684792160988,0.0,0.0,0.0,0.0
2025.0,0.0,2.459885754394531,3.4567421752929697,0.4122079183578492,0.0,0.0,3.977720609700679,0.6783837548017502,0.0,0.0,0.0,0.4931163270950318,0.0,0.0,0.0,0.0
2026.0,0.0,1.9240621948242187,3.47755592651367,0.41110772943496704,0.0,0.0,3.9581684715986274,0.678222271847725,0.0,0.0,0.0,0.49437801723480224,0.0,0.0,0.0,0.0
2027.0,0.0,1.4418280029296875,3.4743679382324224,0.41001330490112303,0.0,0.0,3.9626552697420117,0.6780174425363541,0.0,0.0,0.0,0.49567733688354493,0.0,0.0,0.0,0.0
2028.0,0.0,1.4310743408203126,3.4625616577148435,0.4090352491378785,0.0,0.0,3.975766411620377,0.6776903251171112,0.0,0.0,0.0,0.49698242263793946,0.0,0.0,0.0,0.0
2029.0,0.0,1.4357299438476567,3.3930711059570307,0.40831617140769966,0.0,0.0,4.046258226287364,0.6774090126037597,0.0,0.0,0.0,0.4979828439712525,0.0,0.0,0.0,0.0
2030.0,0.0,0.0,2.2958405059814417,0.39515345096588134,0.30219629516601554,0.0,7.211010627950287,0.6495685118228197,0.0,0.0,0.0,0.46507228575050835,0.0,0.0,0.0,0.0
2031.0,0.0,0.0,2.287306430053711,0.39402637362480164,0.2815241455078126,0.0,7.221635526559272,0.6486064608111978,0.0,0.0,0.0,0.46716135835349565,0.0,0.0,0.0,0.0
2032.0,0.0,0.0,2.3250556976318357,0.39315956645011907,0.275257501220703,0.0,7.185251608818469,0.6481076329141855,0.0,0.0,0.0,0.46852709842026236,0.0,0.0,0.0,0.0
2033.0,0.0,0.0,2.316816809082031,0.39236583890914917,0.24581663818359378,0.0,7.195046591487106,0.6473449187338353,0.0,0.0,0.0,0.47008344223201276,0.0,0.0,0.0,0.0
2034.0,0.0,0.0,2.3156410430908174,0.391592964220047,0.21744714355468742,0.0,7.1977254244920825,0.6466142204120756,0.0,0.0,0.0,0.4715870147675276,0.0,0.0,0.0,0.0
2035.0,0.0,0.0,2.3911542114257784,0.3908447811365128,0.1989948791503906,0.0,7.123960490036664,0.6456158947214484,0.0,0.0,0.0,0.47333353123366834,0.0,0.0,0.0,0.0
2036.0,0.0,0.0,2.4775690338134773,0.39010750722885135,0.20373884277343746,0.0,7.039326135693257,0.6445713948264719,0.0,0.0,0.0,0.47511528560221195,0.0,0.0,0.0,0.0
2037.0,0.0,0.0,2.494143038940429,0.3893901912450791,0.18490683593750012,0.0,7.024553506258693,0.6434879022493959,0.0,0.0,0.0,0.47691619362533094,0.0,0.0,0.0,0.0
