Year,="Run 1: Ocean.Air sea co2 flux[1]",="Run 2: Ocean.Air sea co2 flux[1]",="Run 3: Ocean.Air sea co2 flux[1]",="Run 4: Ocean.Air sea co2 flux[1]",="Run 5: Ocean.Air sea co2 flux[1]",="Run 6: Ocean.Air sea co2 flux[1]",="Run 7: Ocean.Air sea co2 flux[1]",="Run 8: Ocean.Air sea co2 flux[1]",="Run 9: Ocean.Air sea co2 flux[1]",="Run 10: Ocean.Air sea co2 flux[1]",="Run 11: Ocean.Air sea co2 flux[1]",="Run 12: Ocean.Air sea co2 flux[1]",="Run 13: Ocean.Air sea co2 flux[1]",="Run 14: Ocean.Air sea co2 flux[1]",="Run 15: Ocean.Air sea co2 flux[1]",="Run 16: Ocean.Air sea co2 flux[1]",="Run 17: Ocean.Air sea co2 flux[1]",="Run 18: Ocean.Air sea co2 flux[1]",="Run 19: Ocean.Air sea co2 flux[1]",="Run 20: Ocean.Air sea co2 flux[1]",="Run 21: Ocean.Air sea co2 flux[1]",="Run 22: Ocean.Air sea co2 flux[1]",="Run 23: Ocean.Air sea co2 flux[1]",="Run 24: Ocean.Air sea co2 flux[1]",="Run 25: Ocean.Air sea co2 flux[1]",="Run 26: Ocean.Air sea co2 flux[1]",="Run 27: Ocean.Air sea co2 flux[1]",="Run 28: Ocean.Air sea co2 flux[1]",="Run 29: Ocean.Air sea co2 flux[1]",="Run 30: Ocean.Air sea co2 flux[1]",="Run 31: Ocean.Air sea co2 flux[1]",="Run 32: Ocean.Air sea co2 flux[1]",="Run 33: Ocean.Air sea co2 flux[1]",="Run 34: Ocean.Air sea co2 flux[1]",="Run 35: Ocean.Air sea co2 flux[1]",="Run 36: Ocean.Air sea co2 flux[1]",="Run 37: Ocean.Air sea co2 flux[1]",="Run 38: Ocean.Air sea co2 flux[1]",="Run 39: Ocean.Air sea co2 flux[1]",="Run 40: Ocean.Air sea co2 flux[1]",="Run 41: Ocean.Air sea co2 flux[1]",="Run 42: Ocean.Air sea co2 flux[1]",="Run 43: Ocean.Air sea co2 flux[1]",="Run 44: Ocean.Air sea co2 flux[1]",="Run 45: Ocean.Air sea co2 flux[1]",="Run 46: Ocean.Air sea co2 flux[1]",="Run 47: Ocean.Air sea co2 flux[1]",="Run 48: Ocean.Air sea co2 flux[1]",="Run 49: Ocean.Air sea co2 flux[1]",="Run 50: Ocean.Air sea co2 flux[1]",="Run 51: Ocean.Air sea co2 flux[1]",="Run 52: Ocean.Air sea co2 flux[1]",="Run 53: Ocean.Air sea co2 flux[1]",="Run 54: Ocean.Air sea co2 flux[1]",="Run 55: Ocean.Air sea co2 flux[1]",="Run 56: Ocean.Air sea co2 flux[1]",="Run 57: Ocean.Air sea co2 flux[1]",="Run 58: Ocean.Air sea co2 flux[1]",="Run 59: Ocean.Air sea co2 flux[1]",="Run 60: Ocean.Air sea co2 flux[1]",="Run 61: Ocean.Air sea co2 flux[1]",="Run 62: Ocean.Air sea co2 flux[1]",="Run 63: Ocean.Air sea co2 flux[1]",="Run 64: Ocean.Air sea co2 flux[1]",="Run 65: Ocean.Air sea co2 flux[1]",="Run 66: Ocean.Air sea co2 flux[1]",="Run 67: Ocean.Air sea co2 flux[1]",="Run 68: Ocean.Air sea co2 flux[1]",="Run 69: Ocean.Air sea co2 flux[1]",="Run 70: Ocean.Air sea co2 flux[1]",="Run 71: Ocean.Air sea co2 flux[1]",="Run 72: Ocean.Air sea co2 flux[1]",="Run 73: Ocean.Air sea co2 flux[1]",="Run 74: Ocean.Air sea co2 flux[1]",="Run 75: Ocean.Air sea co2 flux[1]",="Run 76: Ocean.Air sea co2 flux[1]",="Run 77: Ocean.Air sea co2 flux[1]",="Run 78: Ocean.Air sea co2 flux[1]",="Run 79: Ocean.Air sea co2 flux[1]",="Run 80: Ocean.Air sea co2 flux[1]",="Run 81: Ocean.Air sea co2 flux[1]",="Run 82: Ocean.Air sea co2 flux[1]",="Run 83: Ocean.Air sea co2 flux[1]",="Run 84: Ocean.Air sea co2 flux[1]",="Run 85: Ocean.Air sea co2 flux[1]",="Run 86: Ocean.Air sea co2 flux[1]",="Run 87: Ocean.Air sea co2 flux[1]",="Run 88: Ocean.Air sea co2 flux[1]",="Run 89: Ocean.Air sea co2 flux[1]",="Run 90: Ocean.Air sea co2 flux[1]",="Run 91: Ocean.Air sea co2 flux[1]",="Run 92: Ocean.Air sea co2 flux[1]",="Run 93: Ocean.Air sea co2 flux[1]",="Run 94: Ocean.Air sea co2 flux[1]",="Run 95: Ocean.Air sea co2 flux[1]",="Run 96: Ocean.Air sea co2 flux[1]",="Run 97: Ocean.Air sea co2 flux[1]",="Run 98: Ocean.Air sea co2 flux[1]",="Run 99: Ocean.Air sea co2 flux[1]",="Run 100: Ocean.Air sea co2 flux[1]"
1781,-0.140061796408,-0.151187585991,-0.144176890443,-0.160689197641,-0.207107140209,-0.139635063968,-0.0800211062465,-0.125093860693,-0.138981383539,-0.165804844934,-0.12107415322,-0.138607147409,-0.0981942733684,-0.0944525369891,-0.147994958969,-0.131609192273,-0.124416223351,-0.150761875588,-0.115577234715,-0.11281293302,-0.121621172869,-0.121125478601,-0.099736964191,-0.192567555473,-0.137909043315,-0.0864835255884,-0.110417784449,-0.14821847266,-0.132444758677,-0.105929092489,-0.113583881237,-0.150287945479,-0.125448888427,-0.134433407366,-0.0994969993419,-0.135858210352,-0.165285649575,-0.0957367430677,-0.131653961495,-0.117869913744,-0.121284460457,-0.11231823303,-0.0821739835886,-0.115452698952,-0.0848014987541,-0.114250575631,-0.106562750714,-0.123161468998,-0.0944380385004,-0.0772165928142,-0.113612009329,-0.156537963358,-0.072818191973,-0.0839061864726,-0.170148899206,-0.13731836837,-0.205289959003,-0.155838424339,-0.100717636967,-0.137604993529,-0.108800493535,-0.14117027924,-0.0919955349749,-0.126624472627,-0.133516940561,-0.123520368443,-0.102134213951,-0.128906321766,-0.140368001024,-0.195504145427,-0.10834055827,-0.107008376306,-0.0566070989241,-0.122897765737,-0.117979793129,-0.0974420373946,-0.102352675008,-0.127587073103,-0.111017630697,-0.142019242384,-0.0913621585401,-0.127468362395,-0.130543521744,-0.123192392918,-0.17947815225,-0.10082781769,-0.150094194629,-0.0933818301841,-0.134692934158,-0.166398788099,-0.077883007762,-0.115548650734,-0.143733834862,-0.109257755127,-0.173533131307,-0.153007070444,-0.135031189883,-0.18257864235,-0.0831234885766,-0.154170704986
1782,-0.138472833171,-0.150600819064,-0.132899761651,-0.143668768286,-0.197956155682,-0.124467186732,-0.0785675535148,-0.113299586887,-0.126270356667,-0.15414750532,-0.114709362067,-0.126454584323,-0.0941681482427,-0.0925028116528,-0.141880409792,-0.123897959212,-0.121120874546,-0.135780726414,-0.117941514572,-0.109596463004,-0.118280437787,-0.112914160753,-0.0900425175725,-0.184276996802,-0.129337216068,-0.0862237562158,-0.103428047723,-0.146130540184,-0.128638131209,-0.0964965239099,-0.109646764412,-0.141927153939,-0.121037205617,-0.13076082172,-0.100157658636,-0.130560607058,-0.152654521836,-0.0948984220739,-0.124559486322,-0.116310372362,-0.109430653719,-0.104049268826,-0.074781206375,-0.11032650736,-0.0787236177516,-0.112019329133,-0.104466629357,-0.118180279325,-0.0957550538345,-0.0774321557707,-0.105580479818,-0.146582970788,-0.0704292271027,-0.0781376846636,-0.154707126146,-0.135016625873,-0.191852839891,-0.147585468987,-0.0977023707293,-0.131958469142,-0.0985679559842,-0.134716693753,-0.0805847575622,-0.11506246484,-0.122625982022,-0.12001159899,-0.0990156019621,-0.116695769281,-0.132173375054,-0.187209502097,-0.0966447700717,-0.096742064173,-0.0563070444237,-0.115731907456,-0.114852708304,-0.0942301315971,-0.0906921314427,-0.124080526582,-0.0989361923667,-0.132758331343,-0.0823872060014,-0.122100054815,-0.128447985513,-0.113194852129,-0.170456484593,-0.0975660083672,-0.134656624017,-0.0921226243881,-0.121455338189,-0.161107014573,-0.0736300905699,-0.110674869239,-0.132874966034,-0.101731787417,-0.171920983103,-0.144416015015,-0.131520876777,-0.173159549008,-0.080040672898,-0.141109141128
1783,0.210449847623,0.122345450415,0.261205558336,0.285560264001,0.262824868303,0.374161801586,0.197444208907,0.355211900588,0.292302268642,0.318950150706,0.261502798543,0.371111105972,0.240740533948,0.259460952304,0.317670772281,0.233785268234,0.242117230472,0.190246874502,0.0661552786672,0.267672498313,0.170583950747,0.329688975217,0.196311773457,0.297684892409,0.421419623643,0.0947927241281,0.193593211932,0.181136791482,0.415290918048,0.36424747031,0.1675759291,0.170804427529,0.170489458758,0.272150831463,0.175549229198,0.27643537575,0.316754717825,0.0988824108005,0.235264581559,0.279149092366,0.134878590765,0.29277120139,0.186403011556,0.15403007888,0.177694352073,0.179310436611,0.214860536314,0.287983900787,0.224483564229,0.200362320999,0.263483221545,0.365761101168,0.170458853542,0.328400944495,0.340271133265,0.243837363257,0.430987358376,0.40840477676,0.0906732846739,0.387246110878,0.275049672331,0.435445218009,0.19557150226,0.365081518829,0.351381798101,0.342434280547,0.286028824655,0.369011749185,0.240070470132,0.345442840645,0.372287057752,0.264628690694,0.184413587436,0.23400924303,0.151943327964,0.196715247403,0.229143406277,0.183348574453,0.293457540064,0.256493328614,0.141064967103,0.320602467966,0.261557967691,0.257745029867,0.343610807582,0.189723413146,0.463438201294,0.274213233508,0.245717493817,0.378252954952,0.520088727632,0.230770310204,0.315572900312,0.258134295173,0.346026233205,0.443779055971,0.148768699178,0.440339474341,0.222434485624,0.287438329901
1784,0.419888048642,0.307780546311,0.42460082245,0.3201470345,0.541303449491,0.513894961311,0.184208622363,0.425575086499,0.442911280163,0.516783189279,0.338665683083,0.524577237226,0.3098471816,0.347541982712,0.531190862248,0.354090650205,0.266616394435,0.282961577425,0.195136818887,0.378319010849,0.287241334998,0.35740052695,0.189647056003,0.567787108566,0.589223843791,0.11054564006,0.234077393098,0.357484443089,0.570235630758,0.296940591479,0.303995872979,0.327023933329,0.303824446625,0.396550745514,0.313352207713,0.43917609682,0.511295133304,0.0929534170729,0.380065590515,0.551663260413,0.226476995421,0.318439492168,0.167340039277,0.279844745858,0.272999118289,0.231661016503,0.339557756035,0.460988345585,0.308911855876,0.276575149572,0.228673226724,0.457963282016,0.182890779318,0.412929350167,0.467471019338,0.429627055596,0.550766806951,0.626995390478,0.166861091889,0.59207002666,0.355814812503,0.479852068535,0.179692592957,0.364935074066,0.435842839269,0.315592315607,0.444792794446,0.407180256457,0.37384413616,0.643897084141,0.259301816429,0.29907633938,0.17906566498,0.310008068227,0.268039899284,0.27721232121,0.262348238861,0.321610407499,0.234164908205,0.329897940052,0.112280764571,0.339699080975,0.386597097497,0.341084232574,0.564313802084,0.288602961519,0.508699505733,0.450321503159,0.263163399389,0.684430351053,0.521082533743,0.418611709239,0.297135093458,0.358498646787,0.616457346726,0.34865790996,0.29653026179,0.531441371667,0.306603168795,0.474714536629
1785,0.251904470542,0.209721063143,0.197669595054,0.0673028700877,0.339268271874,0.176448517412,0.0166980366972,0.122337699023,0.185366412965,0.24018623401,0.121248637179,0.204696059885,0.0674004101831,0.0991118717789,0.273405375279,0.139441244492,0.0895795763831,0.097292631767,0.123980092373,0.151805370809,0.113701490016,0.0649917053876,0.0259244839592,0.332913628854,0.229668481369,0.0245817156031,0.0568404752127,0.191875128681,0.21085749908,-0.0137928542968,0.14914880308,0.163323055805,0.139929415686,0.174734466874,0.159994633003,0.194823058597,0.247908060907,0.00598497016623,0.173329623426,0.377588712325,0.081757706438,0.0783233221639,0.0226693488254,0.131615604572,0.113368113183,0.0496641885569,0.142284494555,0.21105877612,0.120536686418,0.0872933788426,-0.00338940357807,0.178339707262,0.0200971010086,0.145875272785,0.16284089919,0.233909079472,0.218837657778,0.291524475658,0.0602347528441,0.256144568572,0.102039130765,0.170084873757,0.0000337572165314,0.109900883062,0.105902140398,0.0388759490158,0.198771339183,0.080103571395,0.15116271237,0.372567259639,-0.0401865920707,0.0498717030554,-0.0015052530159,0.094059381314,0.120466015469,0.0877195931892,0.0409525739567,0.148763599164,-0.0331418922503,0.121194430099,-0.0307334076671,0.0746777963454,0.184430634793,0.115140204403,0.272460050494,0.092967944531,0.119091874892,0.234226730953,0.0215749937281,0.410383707449,0.0468913857885,0.242892371825,0.0618062320407,0.118878354921,0.367526956906,0.0377315044649,0.154356824858,0.187239763126,0.102555262373,0.22632718968
1786,0.0453305253504,0.0668241936612,-0.0118314103291,-0.0657301988384,0.0862217712741,-0.0848420312236,-0.0524653494233,-0.0649190570697,-0.0332881001053,-0.0145848847484,-0.0198825481497,-0.0472407884731,-0.101315131634,-0.0866358996957,0.017501096835,-0.0316768856714,-0.00778395697448,-0.0405422865833,0.0191712776132,-0.0189151046971,-0.0418859692647,-0.0924484183027,-0.0473136557092,0.0593572502137,-0.0526289898836,-0.0200086108878,-0.0462062033332,0.0101928266531,-0.0646818660572,-0.126796016008,-0.0123785653391,-0.00778718363209,-0.0187220427513,0.00400660388723,0.00138616822635,-0.0228722739855,0.00509555135903,-0.0304859338515,-0.0114509541029,0.120539235628,-0.0430911188733,-0.0487095376762,-0.0370351966974,-0.0176029270309,-0.0249874078887,-0.0737269816112,-0.0355583169968,-0.0273526447692,-0.013300254508,-0.0578253305286,-0.0907582428273,-0.0254812964151,-0.0643432618504,-0.0348175833777,-0.0533890235016,0.0323930764337,0.000574407406031,-0.0115999958629,-0.0346586842798,-0.0503213537451,-0.0724337680304,-0.00366681040439,-0.0775264239529,-0.0173732378679,-0.110157331256,-0.0793199944996,-0.0310184358553,-0.0977799189236,-0.0345327173983,0.0553059872507,-0.123263178879,-0.0906507608758,-0.0872109985939,-0.0495666202713,-0.0146786849849,-0.0547547442923,-0.0879720135715,-0.0152255424596,-0.129136202482,-0.0180513972605,-0.0789058896136,-0.0592872081307,0.0162469567858,-0.0364832860041,0.00230739566624,-0.0736686179458,-0.0959041624685,0.0136889797678,-0.0992114715108,0.0860349068015,-0.203439634776,0.0429001790708,-0.0531320159073,-0.0623096322914,0.0916761402444,-0.0762621190191,0.00148097688678,-0.0269940404546,-0.0537967317285,-0.0121414224408
1787,-0.0717429995796,-0.0269294714957,-0.107444290918,-0.100050943552,-0.062290491681,-0.176426488512,-0.058374811839,-0.116998107273,-0.120927032075,-0.126493585412,-0.0663534154738,-0.138954258965,-0.146198831253,-0.144474371798,-0.103888454402,-0.0953427668665,-0.0464288970381,-0.0939211469047,-0.0466601723485,-0.0808450418432,-0.104108400102,-0.124895582049,-0.0644619996775,-0.091750559832,-0.152098981397,-0.0349512695867,-0.0753221935078,-0.08234141814,-0.158814667973,-0.124701382063,-0.0924338685693,-0.0946439053911,-0.0912128409963,-0.0652548062448,-0.073541640333,-0.112756434889,-0.105161879064,-0.0418949882093,-0.0913889224633,-0.0488367505323,-0.0951228933105,-0.0793548317558,-0.0508262553547,-0.0889550900461,-0.0813685035763,-0.113594098574,-0.109757102855,-0.134074604545,-0.0572204036441,-0.107488881802,-0.093586741449,-0.114193990853,-0.0771692595208,-0.0883743691348,-0.12521151508,-0.0705447691548,-0.0865629817989,-0.145099280412,-0.0741383421003,-0.178113840195,-0.123273024612,-0.0638087945183,-0.0879610832148,-0.0605423919057,-0.166955810737,-0.0975629105189,-0.129779250169,-0.130663591796,-0.106391489688,-0.120286233001,-0.108356381473,-0.11779916349,-0.0907956927797,-0.0929261122645,-0.0721755327551,-0.102553303612,-0.117364925027,-0.0876957487044,-0.124580723178,-0.0760906029234,-0.0769817705818,-0.0883720912945,-0.0599893904203,-0.0846796340967,-0.116508385312,-0.137497666988,-0.145745428096,-0.0917527455512,-0.118189595795,-0.0933810887332,-0.228553415113,-0.0653919257,-0.092762813756,-0.12280811172,-0.0611616438483,-0.0999613406955,-0.0756437955388,-0.10477218709,-0.10604294563,-0.1220414137
1788,-0.13556710176,-0.0965756661191,-0.158511757842,-0.132273404556,-0.159765924144,-0.205177670761,-0.0585683244715,-0.139360484282,-0.159010981844,-0.178832923585,-0.0943243311499,-0.173521546529,-0.144698545145,-0.147461441334,-0.15865718108,-0.123536933626,-0.0793687733678,-0.132466909995,-0.0864236887838,-0.106658695841,-0.123777109355,-0.134162423136,-0.0838866671982,-0.178213026516,-0.180025727933,-0.0481331199206,-0.0939812168382,-0.128529845164,-0.178692807084,-0.118189191429,-0.13023501143,-0.145218865239,-0.124603363247,-0.104213114596,-0.101757364794,-0.147758377856,-0.163256485628,-0.0569529725579,-0.130968130326,-0.145468484468,-0.124458479757,-0.0965109867538,-0.0681324474546,-0.123311595975,-0.10452354838,-0.125289935586,-0.132450642313,-0.172111770512,-0.0699973016884,-0.115027445081,-0.0974172928629,-0.163904166986,-0.0760670714787,-0.103176098441,-0.162336629022,-0.125005627859,-0.153417384762,-0.202556885371,-0.0914245688207,-0.21432419356,-0.137759368583,-0.105427767589,-0.0983938995254,-0.100520909308,-0.176976258441,-0.105241216323,-0.158382610114,-0.138236732552,-0.136789384013,-0.214595611186,-0.102774982344,-0.122448600158,-0.0763043784322,-0.112786233774,-0.0985342513949,-0.115837582093,-0.127786383833,-0.120178757686,-0.11872609034,-0.122400543323,-0.0817483527091,-0.102590538501,-0.0997101087151,-0.111257925257,-0.171603676593,-0.152457483433,-0.166646929683,-0.132058130324,-0.129463402592,-0.182987063514,-0.191079534027,-0.123700093814,-0.12735891012,-0.140229121276,-0.148407977577,-0.123964220619,-0.116454330452,-0.154725863232,-0.115376408149,-0.175053487017
1789,-0.176550873867,-0.158358262485,-0.198199899792,-0.171793402955,-0.240251116557,-0.220631232753,-0.0622563065049,-0.161116395799,-0.186232878452,-0.215467610702,-0.122643054848,-0.196469967326,-0.134909569176,-0.13660559077,-0.190894442543,-0.146371114456,-0.111804871879,-0.173349911738,-0.113957014363,-0.125617185965,-0.131561087371,-0.144887348302,-0.107443624636,-0.240115149266,-0.191342514672,-0.0622800617342,-0.114937980388,-0.158440552568,-0.179855453929,-0.120944377925,-0.152472192148,-0.185609551273,-0.14657163104,-0.137282961528,-0.111881008082,-0.168054333802,-0.208257296498,-0.0744479183884,-0.16086301458,-0.199322426673,-0.150575593843,-0.115863401987,-0.0883696122376,-0.145799575801,-0.119146011726,-0.130618447718,-0.13765786444,-0.18512918309,-0.0763114607291,-0.110115527468,-0.109357720997,-0.19852770042,-0.0765339668899,-0.112492536808,-0.198797555824,-0.16109704166,-0.219821316585,-0.235593667583,-0.10344311697,-0.218842217156,-0.148100302994,-0.144714281671,-0.113697773739,-0.141822348225,-0.18226194698,-0.116291169587,-0.161381475051,-0.150148579316,-0.159077118214,-0.274629404493,-0.109971328299,-0.129900906634,-0.0644031466917,-0.132429774503,-0.117901603211,-0.122092774687,-0.139618663601,-0.141929954869,-0.122726957035,-0.167608374149,-0.0935761759657,-0.119330828441,-0.126527040221,-0.138691876217,-0.2098410158,-0.151969776705,-0.189415831404,-0.14643755669,-0.148234855586,-0.232170658684,-0.152801127718,-0.162052486916,-0.160731778127,-0.149282053795,-0.207184435534,-0.15042112872,-0.14589036489,-0.200408846739,-0.114240408282,-0.211328620788
1790,-0.193984571991,-0.198233715391,-0.213343253631,-0.184063848566,-0.282716347682,-0.215058766438,-0.0629792227374,-0.165814978138,-0.191975964674,-0.226495099734,-0.135973917947,-0.19831068888,-0.12114899088,-0.121668979042,-0.201709048375,-0.154719760263,-0.129571079318,-0.190180481583,-0.128055426144,-0.133294333359,-0.12876303113,-0.143577716978,-0.114667231284,-0.267169388123,-0.186423953366,-0.0710060389901,-0.123711050761,-0.170899863864,-0.171305538778,-0.114447985941,-0.157929175635,-0.203784852439,-0.154200670093,-0.154709147044,-0.111567844604,-0.171890567653,-0.224964550334,-0.0834322370258,-0.171933909185,-0.221612164338,-0.157951754944,-0.121536272869,-0.0945224762579,-0.152883044452,-0.121769703213,-0.128600583448,-0.132579612426,-0.180201905696,-0.0794493824243,-0.102058934735,-0.109912246699,-0.204041127919,-0.0742210088997,-0.111526490272,-0.210707891127,-0.178639990575,-0.253321218451,-0.242262224006,-0.107045199775,-0.204872571919,-0.144649061392,-0.164060382438,-0.113967334504,-0.158061554965,-0.175314378902,-0.12006971494,-0.151204936977,-0.14730588515,-0.165336243451,-0.296532787859,-0.105421746664,-0.127626267223,-0.0562142218765,-0.138983490407,-0.126062554388,-0.120449459069,-0.137848461772,-0.149546414882,-0.116731507981,-0.187736291869,-0.0945240761983,-0.124759501193,-0.136741629075,-0.149116698101,-0.223487624771,-0.142583390448,-0.190843525154,-0.145843478059,-0.150674089802,-0.2485893939,-0.120222819638,-0.178107831376,-0.170322620585,-0.145967364844,-0.235365803784,-0.15691203779,-0.158569640051,-0.221846734399,-0.107917968778,-0.220521519153
