,wood_harvest_biomass
2015.0,1.3780580572783947
2016.0,1.3546068295836449
2017.0,1.3294173069298267
2018.0,1.3042663857340813
2019.0,1.2797529678791761
2020.0,1.257669411599636
2021.0,1.2215027902275324
2022.0,1.19694016687572
2023.0,1.1764049865305424
2024.0,1.1651802072301507
2025.0,1.1577978217974305
2026.0,1.1531151700764894
2027.0,1.1502922140061855
2028.0,1.1497394032776356
2029.0,1.1497167460620403
2030.0,1.1505862213671207
2031.0,1.1511409245431423
2032.0,1.1512548048049212
2033.0,1.1525421030819416
2034.0,1.1532787308096886
2035.0,1.1545920483767986
2036.0,1.154055666178465
2037.0,1.1532612964510918
2038.0,1.1530882772058249
2039.0,1.152444364503026
2040.0,1.1519587617367506
2041.0,1.150014379993081
2042.0,1.148889921605587
2043.0,1.1481340918689966
2044.0,1.147487198933959
2045.0,1.1469630170613527
2046.0,1.1449556052684784
2047.0,1.142892748117447
2048.0,1.1414237208664417
2049.0,1.1395453587174416
2050.0,1.1373219024389982
2051.0,1.1355123668909073
2052.0,1.1334580313414335
2053.0,1.1313328994438052
2054.0,1.1290534297004342
2055.0,1.126591975800693
2056.0,1.1228884821757674
2057.0,1.11887850984931
2058.0,1.115522083826363
2059.0,1.1121659372001886
2060.0,1.1084254030138254
2061.0,1.1040191277861595
2062.0,1.099603126756847
2063.0,1.0956342974677682
2064.0,1.0916289389133453
2065.0,1.08776849322021
2066.0,1.082596649415791
2067.0,1.0787082118913531
2068.0,1.074572958983481
2069.0,1.0697177974507213
2070.0,1.0664632208645344
2071.0,1.0613768938928843
2072.0,1.0567923751659691
2073.0,1.0520335733890533
2074.0,1.0476984451524913
2075.0,1.0434889146126807
2076.0,1.0385531391948462
2077.0,1.0331421438604593
2078.0,1.0289515820331872
2079.0,1.0233726971782744
2080.0,1.0185096790082753
2081.0,1.0129118179902434
2082.0,1.0072651924565434
2083.0,1.0019426215440035
2084.0,0.9970760243013501
2085.0,0.9908483191393316
2086.0,0.9850494847632945
2087.0,0.9786173817701638
2088.0,0.972976790741086
2089.0,0.9673180314712226
2090.0,0.9611008507199585
2091.0,0.9548776834271848
2092.0,0.9479969551321119
2093.0,0.9410731890238822
2094.0,0.9352638854179531
2095.0,0.9286898192949593
2096.0,0.9212532138917595
2097.0,0.9148785108700395
2098.0,0.9079132457263768
2099.0,0.9012334186118096
