,forest,non-forest,grass,cropland,degraded
2015.0,3721.0510000000004,4341.7627,3283.154,1588.540934375,58.5470125
2016.0,3723.3119,4350.0365,3275.99665,1583.718021875,59.992418750000006
2017.0,3725.5797000000002,4358.3038,3268.8393,1578.895115625,61.43783125
2018.0,3727.8383000000003,4366.579900000001,3261.6819,1574.072275,62.8832375
2019.0,3730.0827,4374.8702,3254.52455,1569.249396875,64.32865
2020.0,3732.3250000000003,4383.1627,3247.3672,1564.4265375,65.77405625
2021.0,3734.6218,4390.4066,3239.69245,1561.132534375,67.2021
2022.0,3736.9346,4397.6346,3232.0176500000002,1557.838521875,68.6301375
2023.0,3739.2637999999997,4404.8462,3224.3429,1554.544490625,70.05818125
2024.0,3741.6003,4412.0504,3216.66815,1551.250459375,71.48621875
2025.0,3743.9161000000004,4419.2754,3208.99335,1547.9565125000001,72.9142625
2026.0,3744.4376,4422.7062000000005,3200.2676500000002,1551.302040625,74.34230000000001
2027.0,3744.9844000000003,4426.1116,3191.5420000000004,1554.6474625,75.77034375000001
2028.0,3745.5114000000003,4429.5368,3182.81615,1557.992959375,77.19838125
2029.0,3746.0617,4432.9386,3174.09045,1561.338484375,78.626425
2030.0,3746.6437,4436.3086,3165.36475,1564.6840093750002,80.05446875
2031.0,3745.411,4431.9786,3158.693,1575.61466875,81.35816875
2032.0,3744.1778000000004,4427.6494,3152.0212500000002,1586.54544375,82.66186875000001
2033.0,3743.0252,4423.2392,3145.3494,1597.47613125,83.96556875
2034.0,3742.035,4418.6668,3138.6777,1608.40678125,85.26926875000001
2035.0,3740.9637000000002,4414.1754,3132.00595,1619.33753125,86.57296875
2036.0,3740.6062,4417.0926,3123.9328,1623.54705625,87.87666875000001
2037.0,3740.1246,4420.134,3115.8598,1627.75663125,89.18036875
2038.0,3739.648,4423.1704,3107.78675,1631.9662375,90.48406875
2039.0,3739.1690000000003,4426.2092,3099.7137500000003,1636.1757875,91.78776875
2040.0,3738.6834000000003,4429.2546,3091.6408,1640.3853125,93.09146875
2041.0,3741.1704,4435.034799999999,3081.10215,1641.5610437500002,94.18729375000001
2042.0,3743.678,4440.7942,3070.5634,1642.7367812500001,95.28311875
2043.0,3746.2236000000003,4446.5158,3060.0248,1643.91244375,96.37894375
2044.0,3748.781,4452.2254,3049.48615,1645.088175,97.47476875000001
2045.0,3751.3732,4457.9004,3038.94745,1646.2639187500001,98.57059375
2046.0,3753.8696,4463.2738,3027.68075,1648.5651,99.66641875
2047.0,3756.3650000000002,4468.6484,3016.41375,1650.86625,100.76224375000001
2048.0,3758.8624,4474.0208,3005.14705,1653.1673875000001,101.85806875
2049.0,3761.3758000000003,4479.3774,2993.8801000000003,1655.4684875,102.95389375
2050.0,3763.8892000000005,4484.7338,2982.6132500000003,1657.7697,104.04971875000001
2051.0,3765.5446,4491.2734,2972.1875,1659.6350750000001,104.41521875000001
2052.0,3767.1850000000004,4497.8278,2961.7617,1661.5004375,104.78071875
2053.0,3768.8096000000005,4504.3978,2951.3360500000003,1663.3658125000002,105.1462125
2054.0,3770.4610000000002,4510.9414,2940.91015,1665.23125,105.5117125
2055.0,3772.1914,4517.4058,2930.48435,1667.096675,105.8772125
2056.0,3773.6522000000004,4523.0,2921.1395500000003,1669.0209875,106.24271250000001
2057.0,3775.1672000000003,4528.54,2911.7948,1670.945375,106.60821250000001
2058.0,3776.7916000000005,4533.970600000001,2902.4498000000003,1672.8698625000002,106.9737125
2059.0,3778.4932,4539.3240000000005,2893.10505,1674.7941875000001,107.3392125
2060.0,3780.2148,4544.6572,2883.7602,1676.718575,107.7047125
2061.0,3781.94,4547.5646,2875.9030000000002,1679.7559875000002,107.891975
2062.0,3783.5816000000004,4550.5556,2868.04575,1682.793425,108.0792375
2063.0,3785.1688000000004,4553.6008,2860.1887500000003,1685.8308375000001,108.2665125
2064.0,3786.7084000000004,4556.6936000000005,2852.3315000000002,1688.8682250000002,108.45377500000001
2065.0,3788.1816,4559.853,2844.4743000000003,1691.9056625,108.64103750000001
2066.0,3789.0186000000003,4561.6188,2837.527,1696.0628375000001,108.8283
2067.0,3789.8204,4563.4198,2830.5797000000002,1700.2199500000002,109.015575
2068.0,3790.5886,4565.254800000001,2823.63245,1704.3771125,109.2028375
2069.0,3791.2282000000005,4567.218000000001,2816.6851,1708.5342500000002,109.3901
2070.0,3791.8680000000004,4569.1810000000005,2809.7377500000002,1712.6914000000002,109.5773625
2071.0,3791.7638,4569.262200000001,2804.1938,1718.2559,109.579975
2072.0,3791.4772000000003,4569.525600000001,2798.6499000000003,1723.8203875000002,109.5825875
2073.0,3791.2346000000002,4569.7448,2793.1060500000003,1729.3848375,109.5852
2074.0,3791.0702,4569.886399999999,2787.5621,1734.9493,109.5878125
2075.0,3790.8694,4570.0638,2782.0183,1740.5138000000002,109.5904125
2076.0,3791.1544000000004,4569.9602,2776.08275,1746.2651875000001,109.59302500000001
2077.0,3791.4266000000002,4569.8696,2770.1471500000002,1752.0166125,109.59563750000001
2078.0,3791.6934,4569.7842,2764.2116,1757.768025,109.59825000000001
2079.0,3791.9386000000004,4569.720600000001,2758.27605,1763.51945,109.60085000000001
2080.0,3792.1708000000003,4569.6698,2752.34065,1769.27085,109.6034625
2081.0,3792.8716000000004,4571.3228,2747.04545,1772.3972,109.4187625
2082.0,3793.5458,4573.002200000001,2741.7501500000003,1775.5235750000002,109.23405000000001
2083.0,3794.1962000000003,4574.705400000001,2736.45485,1778.6499250000002,109.04935
2084.0,3794.8222000000005,4576.433,2731.1595,1781.7762750000002,108.86465000000001
2085.0,3795.404,4578.204600000001,2725.86425,1784.90265,108.67995
2086.0,3796.5252,4581.4454000000005,2720.2878,1786.301825,108.4952375
2087.0,3797.6586000000007,4584.6742,2714.71155,1787.7009500000001,108.31053750000001
2088.0,3798.8058,4587.8886,2709.1350500000003,1789.1001,108.1258375
2089.0,3799.9710000000005,4591.0854,2703.5587,1790.49925,107.941125
2090.0,3801.1092,4594.309000000001,2697.9823,1791.8984,107.75642500000001
2091.0,3801.9078,4597.4722,2692.4534000000003,1793.80735,107.4150875
2092.0,3802.6588,4600.6824,2686.92425,1795.7163,107.07373750000001
2093.0,3803.3606000000004,4603.9422,2681.3953500000002,1797.625225,106.7324
2094.0,3804.063,4607.2011999999995,2675.8663500000002,1799.5341500000002,106.39105
2095.0,3804.7444000000005,4610.481,2670.33725,1801.4430750000001,106.0497125
2096.0,3805.5332,4613.289000000001,2664.8324500000003,1803.6927,105.708375
2097.0,3806.3200000000006,4616.0988,2659.32765,1805.94235,105.367025
2098.0,3807.0898000000007,4618.9254,2653.82265,1808.1919750000002,105.0256875
2099.0,3807.861,4621.751,2648.3177,1810.441575,104.68434375000001
2100.0,3808.6331,4624.5754,2642.8129,1812.6911750000002,104.343
