,wood_harvest_area
2015.0,132.0584442615509
2016.0,132.85806369781494
2017.0,132.5793354511261
2018.0,132.0893530845642
2019.0,132.01469540596008
2020.0,132.6247057914734
2021.0,132.09192276000977
2022.0,132.39302492141724
2023.0,133.96002316474915
2024.0,137.67894220352173
2025.0,144.11418628692627
2026.0,149.14761066436768
2027.0,150.05299139022827
2028.0,150.20354962348938
2029.0,150.63776683807373
2030.0,151.4963777065277
2031.0,152.71637201309204
2032.0,154.66188621520996
2033.0,157.91359901428223
2034.0,160.62322616577148
2035.0,161.24535751342773
2036.0,161.45598316192627
2037.0,161.7107710838318
2038.0,161.9869589805603
2039.0,162.27879810333252
2040.0,162.64509344100952
2041.0,162.99125051498413
2042.0,163.3972110748291
2043.0,163.80238389968872
2044.0,164.1914381980896
2045.0,164.63416385650635
2046.0,164.8918263912201
2047.0,165.15560626983643
2048.0,165.44901943206787
2049.0,165.70555925369263
2050.0,165.69750356674194
2051.0,166.12862133979797
2052.0,166.52529001235962
2053.0,166.92985153198242
2054.0,167.356018781662
2055.0,167.67287921905518
2056.0,167.8431692123413
2057.0,167.98719668388367
2058.0,168.1422998905182
2059.0,168.27478885650635
2060.0,168.3437249660492
2061.0,168.3518795967102
2062.0,168.36275148391724
2063.0,168.38260412216187
2064.0,168.52037262916565
2065.0,168.71996188163757
2066.0,168.41564273834229
2067.0,168.05205130577087
2068.0,167.7534749507904
2069.0,167.38807082176208
2070.0,167.10096430778503
2071.0,166.69353699684143
2072.0,166.38852870464325
2073.0,166.01089894771576
2074.0,165.62929320335388
2075.0,165.2851357460022
2076.0,164.83636105060577
2077.0,164.38117945194244
2078.0,164.01427233219147
2079.0,163.57500505447388
2080.0,163.12130558490753
2081.0,162.7484735250473
2082.0,162.20432567596436
2083.0,161.75202870368958
2084.0,161.30275309085846
2085.0,160.86909472942352
2086.0,160.45405232906342
2087.0,160.01800072193146
2088.0,159.5894660949707
2089.0,159.20155012607574
2090.0,158.84841549396515
2091.0,158.40572774410248
2092.0,157.80488216876984
2093.0,157.14960837364197
2094.0,156.46223521232605
2095.0,155.70655000209808
2096.0,154.75374960899353
2097.0,153.81337863206863
2098.0,152.8686779141426
2099.0,151.78073573112488
