,forest,non-forest,grass,cropland,degraded
2015.0,3721.0510000000004,4341.7627,3283.154,1588.540934375,58.5470125
2016.0,3723.2892,4349.9889,3275.99665,1583.78835,59.992418750000006
2017.0,3725.5341000000003,4358.2085,3268.8393,1579.035759375,61.43783125
2018.0,3727.7702,4366.437,3261.6819,1574.283265625,62.8832375
2019.0,3729.992,4374.6798,3254.52455,1569.530696875,64.32865
2020.0,3732.2117000000003,4382.9245,3247.3672,1564.7781468750002,65.77405625
2021.0,3734.8646000000003,4390.691900000001,3239.7044,1560.59273125,67.2021
2022.0,3737.5286000000006,4398.448,3232.04135,1556.407390625,68.6301375
2023.0,3740.2089,4406.188,3224.3784,1552.2220875,70.05818125
2024.0,3742.898,4413.9192,3216.71545,1548.03676875,71.48621875
2025.0,3745.6053,4421.6322,3209.0524,1543.851428125,72.9142625
2026.0,3748.9103000000005,4428.506,3200.3149000000003,1540.9822125,74.34230000000001
2027.0,3752.2293,4435.3656,3191.5774,1538.11299375,75.77034375000001
2028.0,3755.5083999999997,4442.2654,3182.83975,1535.243859375,77.19838125
2029.0,3758.7788,4449.1736,3174.1022000000003,1532.3746250000002,78.626425
2030.0,3762.0423,4456.0886,3165.3648000000003,1529.505428125,80.05446875
2031.0,3763.4736000000003,4457.3202,3158.69385,1532.209575,81.35816875
2032.0,3764.8911,4458.566,3152.0228,1534.91375625,82.66186875000001
2033.0,3766.2924000000003,4459.828,3145.3517500000003,1537.617896875,83.96556875
2034.0,3767.6852,4461.0982,3138.6808,1540.3220437500001,85.26926875000001
2035.0,3769.0434000000005,4462.403200000001,3132.00995,1543.0262312500001,86.57296875
2036.0,3770.3790000000004,4465.529600000001,3123.95755,1545.3125656250002,87.87666875000001
2037.0,3771.6232000000005,4468.7478,3115.9053000000004,1547.598903125,89.18036875
2038.0,3772.8632,4471.970200000001,3107.8531000000003,1549.885140625,90.48406875
2039.0,3774.0904,4475.205,3099.8008,1552.1715125,91.78776875
2040.0,3775.309,4478.4486,3091.74845,1554.457878125,93.09146875
2041.0,3777.6034,4483.737800000001,3081.21245,1556.3145718750002,94.18729375000001
2042.0,3779.9298,4488.9948,3070.67655,1558.171475,95.28311875
2043.0,3782.2922,4494.2155999999995,3060.1405,1560.0282562500001,96.37894375
2044.0,3784.6632,4499.4282,3049.60455,1561.884971875,97.47476875000001
2045.0,3787.0660000000003,4504.6086,3039.0685000000003,1563.7417687500001,98.57059375
2046.0,3789.7618,4510.9118,3027.7982,1564.9172375,99.66641875
2047.0,3792.455,4517.218,3016.52765,1566.092740625,100.76224375000001
2048.0,3795.1482,4523.524,3005.2573500000003,1567.2681375,101.85806875
2049.0,3797.8572000000004,4529.814,2993.9869000000003,1568.443625,102.95389375
2050.0,3800.5656,4536.104600000001,2982.71655,1569.6190375,104.04971875000001
2051.0,3802.8282,4542.59,2972.3027500000003,1570.9193312500001,104.41521875000001
2052.0,3805.0758,4549.090200000001,2961.88905,1572.21971875,104.78071875
2053.0,3807.3152,4555.5988,2951.4753,1573.5199875,105.1462125
2054.0,3809.5984,4562.0636,2941.06165,1574.82033125,105.5117125
2055.0,3811.9402,4568.4694,2930.6479,1576.12065,105.8772125
2056.0,3813.0838000000003,4573.0632000000005,2921.2862,1579.37985,106.24271250000001
2057.0,3814.2906000000003,4577.5932,2911.9244000000003,1582.6390125,106.60821250000001
2058.0,3815.6108000000004,4582.010200000001,2902.5626,1585.89811875,106.9737125
