Year,="Run 1: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 2: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 3: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 4: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 5: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 6: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 7: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 8: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 9: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 10: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 11: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 12: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 13: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 14: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 15: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 16: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 17: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 18: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 19: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 20: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 21: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 22: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 23: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 24: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 25: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 26: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 27: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 28: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 29: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 30: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 31: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 32: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 33: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 34: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 35: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 36: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 37: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 38: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 39: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 40: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 41: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 42: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 43: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 44: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 45: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 46: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 47: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 48: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 49: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 50: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 51: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 52: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 53: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 54: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 55: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 56: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 57: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 58: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 59: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 60: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 61: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 62: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 63: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 64: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 65: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 66: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 67: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 68: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 69: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 70: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 71: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 72: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 73: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 74: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 75: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 76: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 77: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 78: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 79: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 80: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 81: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 82: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 83: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 84: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 85: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 86: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 87: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 88: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 89: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 90: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 91: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 92: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 93: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 94: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 95: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 96: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 97: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 98: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 99: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 100: Terrestrial Carbon Balance.Terrestrial net primary production[1]",="Run 1: Grass.grassland net primary production[1]",="Run 2: Grass.grassland net primary production[1]",="Run 3: Grass.grassland net primary production[1]",="Run 4: Grass.grassland net primary production[1]",="Run 5: Grass.grassland net primary production[1]",="Run 6: Grass.grassland net primary production[1]",="Run 7: Grass.grassland net primary production[1]",="Run 8: Grass.grassland net primary production[1]",="Run 9: Grass.grassland net primary production[1]",="Run 10: Grass.grassland net primary production[1]",="Run 11: Grass.grassland net primary production[1]",="Run 12: Grass.grassland net primary production[1]",="Run 13: Grass.grassland net primary production[1]",="Run 14: Grass.grassland net primary production[1]",="Run 15: Grass.grassland net primary production[1]",="Run 16: Grass.grassland net primary production[1]",="Run 17: Grass.grassland net primary production[1]",="Run 18: Grass.grassland net primary production[1]",="Run 19: Grass.grassland net primary production[1]",="Run 20: Grass.grassland net primary production[1]",="Run 21: Grass.grassland net primary production[1]",="Run 22: Grass.grassland net primary production[1]",="Run 23: Grass.grassland net primary production[1]",="Run 24: Grass.grassland net primary production[1]",="Run 25: Grass.grassland net primary production[1]",="Run 26: Grass.grassland net primary production[1]",="Run 27: Grass.grassland net primary production[1]",="Run 28: Grass.grassland net primary production[1]",="Run 29: Grass.grassland net primary production[1]",="Run 30: Grass.grassland net primary production[1]",="Run 31: Grass.grassland net primary production[1]",="Run 32: Grass.grassland net primary production[1]",="Run 33: Grass.grassland net primary production[1]",="Run 34: Grass.grassland net primary production[1]",="Run 35: Grass.grassland net primary production[1]",="Run 36: Grass.grassland net primary production[1]",="Run 37: Grass.grassland net primary production[1]",="Run 38: Grass.grassland net primary production[1]",="Run 39: Grass.grassland net primary production[1]",="Run 40: Grass.grassland net primary production[1]",="Run 41: Grass.grassland net primary production[1]",="Run 42: Grass.grassland net primary production[1]",="Run 43: Grass.grassland net primary production[1]",="Run 44: Grass.grassland net primary production[1]",="Run 45: Grass.grassland net primary production[1]",="Run 46: Grass.grassland net primary production[1]",="Run 47: Grass.grassland net primary production[1]",="Run 48: Grass.grassland net primary production[1]",="Run 49: Grass.grassland net primary production[1]",="Run 50: Grass.grassland net primary production[1]",="Run 51: Grass.grassland net primary production[1]",="Run 52: Grass.grassland net primary production[1]",="Run 53: Grass.grassland net primary production[1]",="Run 54: Grass.grassland net primary production[1]",="Run 55: Grass.grassland net primary production[1]",="Run 56: Grass.grassland net primary production[1]",="Run 57: Grass.grassland net primary production[1]",="Run 58: Grass.grassland net primary production[1]",="Run 59: Grass.grassland net primary production[1]",="Run 60: Grass.grassland net primary production[1]",="Run 61: Grass.grassland net primary production[1]",="Run 62: Grass.grassland net primary production[1]",="Run 63: Grass.grassland net primary production[1]",="Run 64: Grass.grassland net primary production[1]",="Run 65: Grass.grassland net primary production[1]",="Run 66: Grass.grassland net primary production[1]",="Run 67: Grass.grassland net primary production[1]",="Run 68: Grass.grassland net primary production[1]",="Run 69: Grass.grassland net primary production[1]",="Run 70: Grass.grassland net primary production[1]",="Run 71: Grass.grassland net primary production[1]",="Run 72: Grass.grassland net primary production[1]",="Run 73: Grass.grassland net primary production[1]",="Run 74: Grass.grassland net primary production[1]",="Run 75: Grass.grassland net primary production[1]",="Run 76: Grass.grassland net primary production[1]",="Run 77: Grass.grassland net primary production[1]",="Run 78: Grass.grassland net primary production[1]",="Run 79: Grass.grassland net primary production[1]",="Run 80: Grass.grassland net primary production[1]",="Run 81: Grass.grassland net primary production[1]",="Run 82: Grass.grassland net primary production[1]",="Run 83: Grass.grassland net primary production[1]",="Run 84: Grass.grassland net primary production[1]",="Run 85: Grass.grassland net primary production[1]",="Run 86: Grass.grassland net primary production[1]",="Run 87: Grass.grassland net primary production[1]",="Run 88: Grass.grassland net primary production[1]",="Run 89: Grass.grassland net primary production[1]",="Run 90: Grass.grassland net primary production[1]",="Run 91: Grass.grassland net primary production[1]",="Run 92: Grass.grassland net primary production[1]",="Run 93: Grass.grassland net primary production[1]",="Run 94: Grass.grassland net primary production[1]",="Run 95: Grass.grassland net primary production[1]",="Run 96: Grass.grassland net primary production[1]",="Run 97: Grass.grassland net primary production[1]",="Run 98: Grass.grassland net primary production[1]",="Run 99: Grass.grassland net primary production[1]",="Run 100: Grass.grassland net primary production[1]"
2000,60.0178465471,54.0702653164,53.8182696163,53.7908447188,50.7546843299,63.358789135,50.7145654738,51.967634406,55.6058051558,50.6369597578,50.5967203561,51.0721733884,62.3129662588,60.3204885646,59.8817240289,59.0962943426,52.2765309414,53.5642924246,56.5232479717,58.8431558242,56.7281274808,63.1787561241,64.0772306693,62.6277074247,61.9635701004,52.8237153927,54.3449591911,53.2958609417,57.0285882714,53.1394588178,61.2085486098,61.7883294474,52.9741718155,57.5200717273,60.4414817466,54.6649578509,54.4874846609,52.2610392613,50.2988365616,53.0410243949,50.4640356356,51.3770968454,60.8640632666,55.2577955956,52.7494058752,55.6596115214,57.5282149739,50.1377376816,54.2096341423,52.2305145794,66.8032956813,60.429267728,64.6835971372,67.6611863418,61.9567955447,53.829041948,51.9910877315,64.1822865085,50.8639864599,59.5623789282,55.0078659021,56.7258369452,56.2131038821,60.8808470149,51.1864662974,55.6601959439,50.7272655689,52.7158438955,56.5515136057,54.3353350809,51.9355868582,52.7324428603,50.7729155044,54.3428284641,55.0512778363,49.7374392049,53.6706382453,61.9784629145,53.492494367,67.4489404238,51.1289207637,50.9443347162,50.8798534354,53.6155469528,54.3747671415,51.3304225979,55.0311402316,54.0242959876,52.3918064963,64.2960564016,54.5691724308,51.9965619036,53.1624173771,58.5959651038,53.0442939851,61.8371669785,64.0684037463,52.5860856877,54.6365983285,51.0376067872,19.6950265276,16.4009196533,19.3343473644,20.1677950362,18.1955008744,19.325043688,16.6821744757,18.1288155735,17.2694257953,16.2392457034,17.805359977,16.4617825274,20.8197807052,19.6950774537,18.1960497007,19.4898019297,16.2961092421,16.3983339497,17.5534216658,17.8448716863,20.0029551741,15.9042113004,17.4379977497,15.7484124604,19.2605299632,20.2437359658,20.4095273661,19.7011966416,20.2203067207,19.2369290656,19.2317911532,18.7106383125,20.7008680881,18.054743327,16.2743947387,20.7401767544,17.4009796547,18.6486154175,17.5294419599,16.5321179568,18.0514480209,17.7459792842,15.5275567618,17.360506903,16.0491420562,19.816471108,18.6310642206,16.0216082998,19.903049927,20.7845360353,20.0153284958,15.9400350063,18.6701885183,19.7988532924,15.1134860025,16.6657989092,20.3056107101,19.4909251291,17.9681433412,18.2782584351,20.3946154785,14.5855082006,16.8301897898,20.2699493997,17.6988337259,17.1143883327,17.5053971623,19.2868067496,18.0059874213,15.2228358027,20.4819227314,20.4440070934,16.259047423,19.4739376144,17.2556453863,19.1372679088,19.8467262392,19.4123738449,16.5140821608,19.3739265315,17.5656019282,19.3374065608,17.9526556777,16.8053799926,15.2608428827,16.4914792352,16.2363619443,17.4079287015,20.066663474,18.0814710421,19.8065553511,20.5608211478,20.2578425566,17.476743867,19.5900569668,15.4313148031,18.2816013735,20.4219508052,17.0797381723,17.331075243
