Year,Natural Forcing.Baseline Effective Radiative Forcing from Solar Output Variations,Natural Forcing.Baseline Effective Radiative Forcing from Volcanoes,Minor GHGs Forcing.Montreal Gases Effective Radiative Forcing,Ozone Forcing.Montreal gases equivalent effective stratospheric chlorine
1835,-0.048299414,-1.026814193,6.667617725253185e-08,344.36275828667266
1836,-0.014945361,-0.596315695,6.747197821197056e-08,344.36275828667266
1837,0.044071655,-0.055536949,6.826777917140928e-08,344.36275828667266
1838,0.088002905,0.14413355,6.9063580130848e-08,344.36275828667266
1839,0.099828149,0.212024077,6.98593810903123e-08,344.36275828667266
1840,0.086146436,0.234866476,7.065518204975101e-08,344.36275828667266
1841,0.063712793,0.242541163,7.145098300918973e-08,344.36275828667266
1842,0.030920361,0.24511926,7.224678396862845e-08,344.36275828667266
1843,-0.003931348,0.245985275,7.304258492806716e-08,344.36275828667266
1844,-0.034258887,-0.05635035,7.383838588753148e-08,344.36275828667266
1845,-0.052792383,0.037274126,7.463418684697019e-08,344.36275828667266
1846,-0.05404043,0.171283188,7.54299878064089e-08,344.36275828667266
1847,-0.041669165,0.220960817,7.622578876584763e-08,344.36275828667266
1848,-0.029329102,0.237860086,7.702158972531193e-08,344.36275828667266
1849,-0.016957837,0.243546385,7.781739068475066e-08,344.36275828667266
1850,-0.004586572,0.245486068,7.861319164418936e-08,344.36275828667266
1851,0.007755115,0.245842523,7.861319164418936e-08,344.36275828667266
1852,0.002283199,0.238493171,7.861319164418936e-08,344.36275828667266
1853,0.001503155,0.246023229,7.861319164418936e-08,344.36275828667266
1854,-0.008608617,0.246649362,7.861319164418936e-08,344.36275828667266
1855,-0.022483778,-0.173711446,7.861319164418936e-08,344.36275828667266
1856,-0.031076153,-0.038304603,7.861319164418936e-08,344.36275828667266
1857,-0.033493861,0.146673648,7.861319164418936e-08,344.36275828667266
1858,-0.027442585,0.213704274,7.861319164418936e-08,344.36275828667266
1859,-0.010582326,0.236016686,7.861319164418936e-08,344.36275828667266
1860,0.003677079,0.243378201,7.861319164418936e-08,344.36275828667266
1861,0.014255227,0.118307571,7.861319164418936e-08,344.36275828667266
1862,0.012137769,0.094238356,7.861319164418936e-08,344.36275828667266
1863,-0.000113051,-0.692119028,7.861319164418936e-08,344.36275828667266
1864,-0.00729009,-0.362800983,7.861319164418936e-08,344.36275828667266
1865,-0.014365156,0.038346464,7.861319164418936e-08,344.36275828667266
1866,-0.02002363,0.178444668,7.861319164418936e-08,344.36275828667266
1867,-0.022910636,0.224731875,7.861319164418936e-08,344.36275828667266
1868,-0.027321755,0.239871784,7.861319164418936e-08,344.36275828667266
1869,-0.017514599,0.244816072,7.861319164418936e-08,344.36275828667266
1870,0.00030808,0.246430369,7.861319164418936e-08,344.36275828667266
1871,0.001711748,0.24695602,7.861319164418936e-08,344.36275828667266
1872,0.012501711,0.240915657,7.861319164418936e-08,344.36275828667266
1873,0.006781097,0.133237095,7.861319164418936e-08,344.36275828667266
1874,-0.002874825,0.240623896,7.861319164418936e-08,344.36275828667266
1875,-0.011223703,0.24716233,7.861319164418936e-08,344.36275828667266
1876,-0.026864081,0.219154276,7.861319164418936e-08,344.36275828667266
1877,-0.034041629,0.228442966,7.861319164418936e-08,344.36275828667266
1878,-0.038585891,0.24064642,7.861319164418936e-08,344.36275828667266
1879,-0.044414996,0.242242154,7.861319164418936e-08,344.36275828667266
1880,-0.043133184,0.194194887,7.861319164418936e-08,344.36275828667266
1881,-0.02914475,0.192941428,7.861319164418936e-08,344.36275828667266
1882,-0.009765283,0.243866965,7.861319164418936e-08,344.36275828667266
1883,-0.0139294,-0.277218465,7.861319164418936e-08,344.36275828667266
1884,-0.016904667,-1.847969088,7.861319164418936e-08,344.36275828667266
1885,0.006303574,-0.759684592,7.861319164418936e-08,344.36275828667266
1886,-0.008147652,-0.157606255,7.861319164418936e-08,344.36275828667266
1887,-0.024589088,-0.003385799,7.861319164418936e-08,344.36275828667266
1888,-0.0347705,0.181086627,7.861319164418936e-08,344.36275828667266
1889,-0.03873455,0.237916008,7.861319164418936e-08,344.36275828667266
1890,-0.040153643,0.073533245,7.861319164418936e-08,344.36275828667266
1891,-0.036669284,-0.0756282,7.861319164418936e-08,344.36275828667266
1892,-0.011180534,-0.037344516,7.861319164418936e-08,344.36275828667266
1893,0.009687197,0.15071032,7.861319164418936e-08,344.36275828667266
1894,0.026166585,0.215774031,7.861319164418936e-08,344.36275828667266
1895,0.045983347,0.23668094,7.861319164418936e-08,344.36275828667266
1896,0.027203746,0.24263756,7.861319164418936e-08,344.36275828667266
1897,0.001572803,0.24415687,7.861319164418936e-08,344.36275828667266
1898,-0.014835431,0.24440193,7.861319164418936e-08,344.36275828667266
1899,-0.022544941,0.244287347,7.861319164418936e-08,344.36275828667266
1900,-0.031760399,0.244069602,7.860377803337994e-08,344.3627580969411
1901,-0.037104946,0.243847378,7.862338030156662e-08,344.36275836041466
1902,-0.046172392,0.007888733,7.859830457431982e-08,344.36275802338935
1903,-0.044020665,-0.700558872,7.863084239456659e-08,344.362758460706
1904,-0.025593424,-0.24577168,7.858801864932725e-08,344.3627578851805
1905,0.007650937,0.120776828,7.864509311044675e-08,344.36275865339064
1906,-0.007035736,0.225678559,7.856705569865344e-08,344.3627576134446
1907,0.016989508,0.063444686,7.867245418063103e-08,344.3627590408529
1908,0.003997426,0.176417571,7.852416331518904e-08,344.36275705951067
1909,0.012103199,0.242036872,9.073078528174543e-08,344.3629216184846
1910,-0.004713129,0.241792045,1.3324998407016937e-07,344.36349484429377
1911,-0.017121066,0.241543095,9.42457756647201e-06,344.4887510563543
1912,-0.035164704,-0.340997887,1.254054888396023e-05,344.5307574540408
1913,-0.042070688,-0.248960343,1.530992801445418e-05,344.56809136763616
1914,-0.040539982,0.052521652,2.8048332613056373e-05,344.7398176617404
1915,-0.026775991,0.214513572,4.8524098570923937e-05,345.01585098987044
1916,0.012960753,0.239832788,8.243613963374542e-05,345.4730188169324
1917,0.044951,0.239961045,0.0001215981049109323,346.00096027190364
1918,0.066088955,0.239685265,0.00015006677450384227,346.38474643152676
1919,0.069872033,0.239403379,0.00017610254541708536,346.7357333517801
1920,0.03721586,0.239117427,0.0001913349173528167,346.9410818401306
1921,0.006247097,0.238827339,0.00020249972170518544,347.08809683772495
1922,-0.012936006,0.099849309,0.00022768829335038086,347.4178610667392
1923,-0.030427682,0.164137004,0.00026803609821287157,347.9467379757215
1924,-0.034474303,0.237932374,0.0003061773977680724,348.44169583741416
1925,-0.026714256,0.237625798,0.00035277581228460313,349.04753981499186
1926,-0.005576675,0.237315155,0.00041173541904947946,349.8179830159868
1927,0.022760144,0.237000355,0.00045248603430728964,350.34195133910816
1928,0.046467863,0.198287335,0.0005095621398700886,351.0861077235985
1929,0.030929014,0.009617596,0.0005929767693485991,352.18641296210023
1930,0.022965815,0.236031321,0.0006856838418679513,353.41009310248165
1931,0.023177128,0.235700087,0.0007995389650131551,355.0394622679461
1932,0.000975443,0.050137615,0.0009157910385437342,357.2653460204666
1933,-0.015562053,0.196934349,0.0010396413451267432,359.874807251118
1934,-0.022505192,0.234681665,0.0011801758836525737,362.66133741664873
1935,-0.014754991,0.234333979,0.0013534304492311346,365.8391323546766
1936,0.011807207,0.233982163,0.0015771802883073624,369.58130848909127
1937,0.069491105,0.233626238,0.0018174015156655974,373.54315023783295
1938,0.072716596,0.233266189,0.002053861216049208,377.4547600403133
1939,0.062298183,0.232902032,0.0023019437261179564,381.5196884690906
1940,0.05939626,0.232533757,0.0025869116419582495,386.04691319800054
1941,0.039991591,0.232161381,0.0029283001774783324,391.3974707368212
1942,0.024234164,0.231784857,0.0033556769585540392,397.76599942834457
1943,0.005791151,0.231404237,0.0038664189428453924,405.4674633822052
1944,-0.012855396,0.231019498,0.004467130710082116,414.86369668205987
1945,-0.00760081,0.230630675,0.005041954109433595,421.9787639914565
1946,0.027684672,0.230237686,0.00586450857711264,428.5405639325004
1947,0.044758679,0.229840613,0.006726053891867593,435.2149677732739
1948,0.090184252,0.229439431,0.007653019911516548,442.72467229534084
1949,0.105744011,0.229034114,0.008612541612873663,450.6358659254905
1950,0.090747839,0.228624706,0.009593236709706784,458.84628690535726
1951,0.057158453,0.22821116,0.010629340397557363,466.76518084424924
1952,0.012638911,0.227793506,0.011648855742784129,473.01274700979525
1953,0.010661935,0.227371754,0.012799375631072677,480.2717172193974
1954,-0.002371802,0.226945857,0.014117755067165368,488.80045019137685
1955,-0.002214728,0.226515855,0.015620876841123404,498.346353991752
1956,0.025055738,0.22608176,0.017346177500720903,508.40713535934526
1957,0.085120676,0.225643517,0.019310378101242604,519.4550151626735
1958,0.140971596,0.225201183,0.021403453719256903,531.0055075589238
1959,0.148348622,0.22475473,0.023588094086205293,542.9028498512624
1960,0.116747134,0.224304176,0.02606979496736743,556.005756187199
1961,0.095109484,0.212716053,0.028963871542079977,570.3610952404069
1962,0.047058505,0.022043766,0.032291860686375275,586.1703429480724
1963,0.013677183,-0.866306042,0.03617369179169075,603.8038873503601
1964,0.002084495,-0.618902914,0.04067222889291304,622.9262082144716
1965,-0.003225144,-0.298486612,0.04577134372577433,643.4398244624318
1966,-0.000255593,0.155161022,0.05145539771281143,666.1487688232859
1967,0.025326675,-0.105414249,0.05781716435111465,691.7209920430794
1968,0.057061643,0.011417295,0.06496172854510963,719.9353091276184
1969,0.073798401,0.097829001,0.07295018207457356,750.8848345958518
1970,0.076757746,0.09369097,0.0817598314301874,783.7203281937393
1971,0.078687518,-0.043463734,0.09128686616863226,818.414974082242
1972,0.050055185,0.072032361,0.10166641167225195,857.1145249318821
1973,0.048265187,0.202489417,0.11324764407243385,901.5234369388618
1974,0.019473292,0.070650438,0.12606120095534207,951.1534681993879
1975,0.005395537,-0.176655696,0.13907821833786477,1000.877706954597
1976,0.005675237,0.083381045,0.15183249093212842,1051.4798311091884
1977,0.001041957,0.168028365,0.1645078638686628,1106.6119156924074
1978,0.03112505,0.193015016,0.1768792630207748,1165.767221150997
1979,0.077248973,0.177572517,0.18832080031757295,1219.69140484798
1980,0.115961036,0.13238146,0.1996781036408246,1268.4820985835336
1981,0.108322711,0.100339081,0.21078910171107643,1315.1149173743866
1982,0.11087221,-0.245338392,0.22178942746584002,1358.3922935446349
1983,0.067596484,-0.706958684,0.23285286844434144,1401.703654493345
1984,0.065785705,-0.24331905,0.2439595214324693,1446.9489394685118
1985,0.014804317,0.020547461,0.2564062903695854,1495.2114467226515
1986,-0.002380265,0.018967176,0.27001319020115216,1545.1441053866
1987,-0.000259183,0.096925853,0.2842961091986912,1598.417095601011
1988,0.010584463,0.15093587,0.29958307608897344,1655.9529623037936
1989,0.055609312,0.18801116,0.31304596827853376,1706.6959709650225
1990,0.117371927,0.183691019,0.3244706912842952,1752.66756428177
