,ECS,TCR,OHC,temperature 2003-2022,ERFaer,CO2 concentration
15976,3.621550636957136,1.9413447602608889,562.888221833,0.8693117919796828,-1.1802858558676999,416.684604939
12561,1.9772016276382376,1.5899567721229513,425.482109181,0.7668366393407868,-0.8539305862889001,416.652034386
15349,3.280011158901325,1.949354706314429,449.741214964,0.9122053758737172,-1.4990966129535002,417.629271309
14813,2.983672343309413,1.8854886485536588,466.904198535,0.9704711625565748,-0.9664115380518902,416.428507465
3678,2.9220387338271325,1.8494160072570909,421.64633104699993,1.077915573328015,-1.2624681356776,416.139039874
21650,5.911855465552509,2.208865591737632,637.306396487,1.0916538488520124,-1.41956000341998,416.760814335
19371,2.855650624316029,1.90437074073186,470.78495750699994,1.0460166821025934,-1.3853396489205,416.059224308
5087,2.18896165858274,1.4470006150038983,524.865262403,0.8644874693618188,-0.7341334609304,416.486282967
28250,3.8432354273488905,2.0569721775818146,567.888589424,1.032229499991811,-0.8324938424796999,417.677159714
21931,1.5708618478796532,1.2000875190986706,347.186314427,0.9983826596727107,-1.4356146687301998,419.123676776
16525,2.599119177448993,2.000034903854459,552.012703705,0.9889885470600364,-1.059586619516,417.346426933
5884,2.0680384480787293,1.531272267499717,491.90239498299997,0.8510070021306175,-1.5049962453732,417.4661489
25644,2.9837740125963306,1.6759730661968182,530.17591499,1.0574216212939103,-0.8192495137457,416.823821391
17082,2.8555736235206948,1.9548201179212208,574.4882118579999,1.0009149685788048,-0.32285351064174994,416.722659743
21426,3.1788412219071414,2.056909433238939,325.47748554800006,1.0752699945409205,-1.3748551175497998,416.936370222
5106,3.1838067231329044,1.8235822324917024,472.63749478600005,1.12579485542436,-1.4346574694004999,417.290627866
22155,2.4038542100539577,1.6012220691570362,450.556677991,0.995333176900056,-1.1090758312721,418.527542543
12887,1.9434616523166497,1.4798345454104995,478.862415721,0.8721114212661396,-1.0673443122750998,416.422513221
22684,2.6426690877740837,2.0156549319707997,358.92825856,1.0534938927052617,-1.589596349531733,416.520392264
5942,2.1062798427619227,1.461552301009033,439.0266495789999,0.7872389764464006,-1.00370253879832,416.967639558
27102,3.399273397533562,2.325853479086087,425.02708026700003,1.0751314159739804,-1.1045903280045,417.25581624
8618,1.8663993838778263,1.4300979713602513,421.62774761700007,1.011617371559954,-0.75075902133,417.132369317
27278,2.672613733289351,1.8747610421286376,546.934599703,1.11358985670721,-0.7990725704585,416.891889281
22348,2.6748407734919537,2.034891399102248,354.914420316,0.9268255935407339,-1.2061210293124,417.555710201
20987,6.326933165458235,2.402755250891785,674.404869395,1.0960467048255502,-1.3553866697552999,417.490489424
14937,3.025611939685096,2.3574510449578114,308.34516222299993,1.0395893930912397,-1.345169283873,416.022982144
2836,3.8577320523295184,2.1795923124176357,434.02068464099995,1.0692178667164818,-1.13485825551,418.093182318
9909,2.074732089710249,1.7218954846577688,394.80866548299997,1.0419056110075173,-1.1348684970005,417.110493782
17539,2.23325024036612,1.7745636644330656,536.261481765,0.9639037833818551,-0.8401575744401999,417.204817905
1037,4.173059388957685,2.260197952944613,487.289761875,0.9712257737988161,-1.276267148912,416.354289628
18361,3.2519462165279744,1.9029637566684816,499.517363176,1.082397702413979,-1.09910384203539,417.030061811
1611,2.352115271961627,1.7217920524676602,502.29874736299996,1.0154524665290656,-0.6202383872392,417.491909051
7055,2.187683312369139,1.637729280806008,568.2401688360001,1.0621505311129613,-0.7374117526170001,416.467940971
152,3.066604328114081,2.0290475668762937,384.68938863299996,0.8957196572684079,-1.2944326109732,416.818340757
5373,2.586652088933081,1.666823224323323,533.301281017,1.0366456059032703,-1.2825369082378,416.605157797
