,forest,non-forest,grass,cropland,degraded
2015.0,3721.0510000000004,4341.7627,3283.154,1588.540934375,58.5470125
2016.0,3715.3666000000003,4331.0196,3283.42655,1603.2753625,59.96724375
2017.0,3709.6859,4320.2165,3283.7559,1618.009825,61.387475
2018.0,3704.3279,4309.1628,3284.0130000000004,1632.7442125,62.80770625
2019.0,3698.6493,4298.4173,3284.28235,1647.4785875,64.22793125
2020.0,3693.2267,4287.4197,3284.5478500000004,1662.2130875,65.6481625
2021.0,3690.0245000000004,4279.923000000001,3288.49255,1667.55155625,67.06386875
2022.0,3686.8808,4272.4758,3292.32945,1672.89008125,68.479575
2023.0,3683.8467,4264.8729,3296.2124000000003,1678.22855625,69.89528125
2024.0,3680.8454,4257.2498,3300.08225,1683.5669937500002,71.31098125
2025.0,3677.6456000000003,4249.8436,3303.9341,1688.90548125,72.7266875
2026.0,3674.6005000000005,4242.1842,3309.0641,1693.0643375000002,74.14239375
2027.0,3671.2908000000007,4234.7802,3314.2033500000002,1697.2231812500002,75.55810000000001
2028.0,3668.4246000000003,4227.0049,3319.2701500000003,1701.3820937500002,76.9738
2029.0,3665.4029,4219.3166,3324.4056,1705.5408750000001,78.38950625000001
2030.0,3662.4645,4211.608,3329.4781500000004,1709.6997250000002,79.80521250000001
2031.0,3658.8358000000003,4203.2875,3334.22665,1715.6104375,81.0950875
2032.0,3655.3372,4194.759,3339.05315,1721.5211375000001,82.3849625
2033.0,3651.9138000000003,4186.3276000000005,3343.7071,1727.4318500000002,83.67483750000001
2034.0,3648.7785000000003,4177.5123,3348.4575,1733.3426125,84.9647125
2035.0,3645.5107,4168.8316,3353.2054000000003,1739.2533250000001,86.2545875
2036.0,3642.1104,4161.4298,3358.1349,1743.8361125000001,87.54446250000001
2037.0,3639.2453,4153.4146,3363.1426,1748.4188125,88.83433125
2038.0,3636.5843000000004,4145.2726,3368.0729,1753.0015875000001,90.12420625
2039.0,3633.9408000000003,4137.0814,3373.0349,1757.5842875,91.41408125000001
2040.0,3631.0440000000003,4129.174800000001,3377.9659,1762.1669875,92.70395625
2041.0,3629.0658000000003,4121.521000000001,3383.3529000000003,1765.2832375,93.832575
2042.0,3627.1512000000002,4113.8396,3388.704,1768.3993875,94.9612
2043.0,3624.8686000000002,4106.535,3394.0465000000004,1771.5156000000002,96.08981875
2044.0,3623.1482000000005,4098.6286,3399.4287000000004,1774.6317125,97.21843750000001
2045.0,3620.8922000000002,4091.3352000000004,3404.7331000000004,1777.7478500000002,98.34705625000001
2046.0,3619.1534,4083.9512000000004,3410.5418,1779.9334875000002,99.47567500000001
2047.0,3617.7560000000003,4076.2234,3416.3526,1782.119175,100.60429375000001
2048.0,3616.2008,4068.734,3422.0832,1784.3048125,101.73291875000001
2049.0,3614.629,4061.1348000000003,3427.9398,1786.4904375,102.86153750000001
2050.0,3613.0002000000004,4053.6768,3433.7126000000003,1788.6760875,103.99015625
2051.0,3610.6668,4046.3504000000003,3438.7685,1792.8578375000002,104.41213125
2052.0,3608.9264000000003,4038.4094,3443.8464000000004,1797.0395250000001,104.8341125
