,wood_harvest_area
2015.0,131.78721570968628
2016.0,134.6186559200287
2017.0,137.20864248275757
2018.0,140.43909907341003
2019.0,145.024667263031
2020.0,151.31670570373535
2021.0,160.40887594223022
2022.0,174.00219011306763
2023.0,181.8372826576233
2024.0,184.67119312286377
2025.0,186.86489152908325
2026.0,189.56998205184937
2027.0,192.52768564224243
2028.0,195.54743099212646
2029.0,199.7467746734619
2030.0,205.72163486480713
2031.0,208.69983386993408
2032.0,210.77271175384521
2033.0,213.1210331916809
2034.0,215.89551401138306
2035.0,219.08856868743896
2036.0,222.62693405151367
2037.0,226.5933895111084
2038.0,231.45577192306519
2039.0,237.25715446472168
2040.0,244.33150386810303
2041.0,252.83138704299927
2042.0,263.4395170211792
2043.0,276.6811304092407
2044.0,294.007315158844
2045.0,303.6500039100647
2046.0,308.1899256706238
2047.0,311.92889881134033
2048.0,313.9000186920166
2049.0,315.9984059333801
2050.0,318.2327060699463
2051.0,320.80717515945435
2052.0,323.61550855636597
2053.0,327.1512680053711
2054.0,330.96185064315796
2055.0,335.6954560279846
2056.0,338.8283863067627
2057.0,341.55848264694214
2058.0,344.9663004875183
2059.0,348.81459188461304
2060.0,352.99591541290283
2061.0,357.0688633918762
2062.0,361.84577894210815
2063.0,367.3156304359436
2064.0,373.7294864654541
2065.0,381.59136486053467
2066.0,391.0949659347534
2067.0,403.1259081363678
2068.0,413.30139350891113
2069.0,415.6866924762726
2070.0,416.9193539619446
2071.0,418.6985185146332
2072.0,420.18374276161194
2073.0,421.0348846912384
2074.0,421.73813462257385
2075.0,422.2738525867462
2076.0,422.8765435218811
2077.0,423.39614939689636
2078.0,424.2709813117981
2079.0,425.1874644756317
2080.0,426.4865310192108
2081.0,427.7894995212555
2082.0,428.35524559020996
2083.0,428.94390535354614
2084.0,429.5173623561859
2085.0,430.136314868927
2086.0,430.80001163482666
2087.0,431.59025979042053
2088.0,432.44384574890137
2089.0,433.6532828807831
2090.0,434.37169766426086
2091.0,434.9453065395355
2092.0,435.84986090660095
2093.0,436.33562779426575
2094.0,436.82554364204407
2095.0,437.4383934736252
2096.0,438.06005120277405
2097.0,438.8918706178665
2098.0,439.8093820810318
2099.0,439.29324424266815
