Year,="Run 1: Crop.cropland net primary production[1]",="Run 2: Crop.cropland net primary production[1]",="Run 3: Crop.cropland net primary production[1]",="Run 4: Crop.cropland net primary production[1]",="Run 5: Crop.cropland net primary production[1]",="Run 6: Crop.cropland net primary production[1]",="Run 7: Crop.cropland net primary production[1]",="Run 8: Crop.cropland net primary production[1]",="Run 9: Crop.cropland net primary production[1]",="Run 10: Crop.cropland net primary production[1]",="Run 11: Crop.cropland net primary production[1]",="Run 12: Crop.cropland net primary production[1]",="Run 13: Crop.cropland net primary production[1]",="Run 14: Crop.cropland net primary production[1]",="Run 15: Crop.cropland net primary production[1]",="Run 16: Crop.cropland net primary production[1]",="Run 17: Crop.cropland net primary production[1]",="Run 18: Crop.cropland net primary production[1]",="Run 19: Crop.cropland net primary production[1]",="Run 20: Crop.cropland net primary production[1]",="Run 21: Crop.cropland net primary production[1]",="Run 22: Crop.cropland net primary production[1]",="Run 23: Crop.cropland net primary production[1]",="Run 24: Crop.cropland net primary production[1]",="Run 25: Crop.cropland net primary production[1]",="Run 26: Crop.cropland net primary production[1]",="Run 27: Crop.cropland net primary production[1]",="Run 28: Crop.cropland net primary production[1]",="Run 29: Crop.cropland net primary production[1]",="Run 30: Crop.cropland net primary production[1]",="Run 31: Crop.cropland net primary production[1]",="Run 32: Crop.cropland net primary production[1]",="Run 33: Crop.cropland net primary production[1]",="Run 34: Crop.cropland net primary production[1]",="Run 35: Crop.cropland net primary production[1]",="Run 36: Crop.cropland net primary production[1]",="Run 37: Crop.cropland net primary production[1]",="Run 38: Crop.cropland net primary production[1]",="Run 39: Crop.cropland net primary production[1]",="Run 40: Crop.cropland net primary production[1]",="Run 41: Crop.cropland net primary production[1]",="Run 42: Crop.cropland net primary production[1]",="Run 43: Crop.cropland net primary production[1]",="Run 44: Crop.cropland net primary production[1]",="Run 45: Crop.cropland net primary production[1]",="Run 46: Crop.cropland net primary production[1]",="Run 47: Crop.cropland net primary production[1]",="Run 48: Crop.cropland net primary production[1]",="Run 49: Crop.cropland net primary production[1]",="Run 50: Crop.cropland net primary production[1]",="Run 51: Crop.cropland net primary production[1]",="Run 52: Crop.cropland net primary production[1]",="Run 53: Crop.cropland net primary production[1]",="Run 54: Crop.cropland net primary production[1]",="Run 55: Crop.cropland net primary production[1]",="Run 56: Crop.cropland net primary production[1]",="Run 57: Crop.cropland net primary production[1]",="Run 58: Crop.cropland net primary production[1]",="Run 59: Crop.cropland net primary production[1]",="Run 60: Crop.cropland net primary production[1]",="Run 61: Crop.cropland net primary production[1]",="Run 62: Crop.cropland net primary production[1]",="Run 63: Crop.cropland net primary production[1]",="Run 64: Crop.cropland net primary production[1]",="Run 65: Crop.cropland net primary production[1]",="Run 66: Crop.cropland net primary production[1]",="Run 67: Crop.cropland net primary production[1]",="Run 68: Crop.cropland net primary production[1]",="Run 69: Crop.cropland net primary production[1]",="Run 70: Crop.cropland net primary production[1]",="Run 71: Crop.cropland net primary production[1]",="Run 72: Crop.cropland net primary production[1]",="Run 73: Crop.cropland net primary production[1]",="Run 74: Crop.cropland net primary production[1]",="Run 75: Crop.cropland net primary production[1]",="Run 76: Crop.cropland net primary production[1]",="Run 77: Crop.cropland net primary production[1]",="Run 78: Crop.cropland net primary production[1]",="Run 79: Crop.cropland net primary production[1]",="Run 80: Crop.cropland net primary production[1]",="Run 81: Crop.cropland net primary production[1]",="Run 82: Crop.cropland net primary production[1]",="Run 83: Crop.cropland net primary production[1]",="Run 84: Crop.cropland net primary production[1]",="Run 85: Crop.cropland net primary production[1]",="Run 86: Crop.cropland net primary production[1]",="Run 87: Crop.cropland net primary production[1]",="Run 88: Crop.cropland net primary production[1]",="Run 89: Crop.cropland net primary production[1]",="Run 90: Crop.cropland net primary production[1]",="Run 91: Crop.cropland net primary production[1]",="Run 92: Crop.cropland net primary production[1]",="Run 93: Crop.cropland net primary production[1]",="Run 94: Crop.cropland net primary production[1]",="Run 95: Crop.cropland net primary production[1]",="Run 96: Crop.cropland net primary production[1]",="Run 97: Crop.cropland net primary production[1]",="Run 98: Crop.cropland net primary production[1]",="Run 99: Crop.cropland net primary production[1]",="Run 100: Crop.cropland net primary production[1]"
2011,7.72648303115,8.34491868781,7.96692166843,7.54067725013,8.10135208188,8.2183881238,7.85145849237,7.9849060764,8.02218584803,7.91931509219,7.56397416871,8.18368743937,7.81209494222,7.84633889054,7.68898557208,8.43339339848,8.13725146718,7.55266264466,7.78629240756,8.44839049894,7.81885153664,7.99735982763,8.096488513,7.51722900788,8.19552311644,7.37534429307,7.91660326317,7.99187478732,8.03248216327,7.43627730461,7.43228289717,7.95020164026,7.80432280268,7.91807955957,8.39175724933,7.6570021141,7.83890443578,7.51519074966,7.78602246849,7.4066924359,7.87598348218,8.08778892311,7.65299387394,8.22273709506,7.61363023631,7.72570398341,7.61846354591,8.2904634267,7.8580461205,7.89463851231,7.67686696703,7.81186606707,7.64720496491,7.90300597664,7.68571875146,8.43766981538,7.59300685582,8.37228166086,7.71043757673,7.86683949743,7.77613734266,7.52132431667,7.96118259863,7.87572344672,8.19024221089,7.63291997015,8.06428980115,8.02362135746,8.049212691,7.80879772355,7.95152823105,8.21178147898,8.56159782098,7.68443453353,7.96901510489,7.80715040307,7.98871028042,7.95274566663,7.60802189382,8.60756842689,7.81393069747,8.48864138604,7.903419988,7.91041854953,8.08207963857,8.60337949637,7.8764148389,8.20547430448,8.3998518393,7.86680818946,7.56383843202,8.19381004132,8.08830345098,8.47275031208,7.78179651412,7.87510351604,8.10929623529,7.99192525447,7.85084663205,8.01614433329
