,wood_harvest_biomass
2015.0,1.3780581504106522
2016.0,1.394747581332922
2017.0,1.4115068167448044
2018.0,1.4282659478485584
2019.0,1.4450250398367643
2020.0,1.4621429033577442
2021.0,1.4718999285250902
2022.0,1.481996763497591
2023.0,1.4921031445264816
2024.0,1.502209596335888
2025.0,1.5123159885406494
2026.0,1.522422470152378
2027.0,1.5325288474559784
2028.0,1.5426351800560951
2029.0,1.552741639316082
2030.0,1.562848038971424
2031.0,1.5687023624777794
2032.0,1.5745565667748451
2033.0,1.5804109647870064
2034.0,1.5865666083991528
2035.0,1.5928796380758286
2036.0,1.5997422970831394
2037.0,1.607940647751093
2038.0,1.6165406182408333
2039.0,1.6251415386795998
2040.0,1.633742231875658
2041.0,1.6410401202738285
2042.0,1.6483380421996117
2043.0,1.6556357368826866
2044.0,1.6631390824913979
2045.0,1.6706766337156296
2046.0,1.6782139725983143
2047.0,1.6860351078212261
2048.0,1.6940305978059769
2049.0,1.7020259276032448
2050.0,1.7100211344659328
2051.0,1.7198013793677092
2052.0,1.7295815981924534
2053.0,1.7393617182970047
2054.0,1.7491420395672321
2055.0,1.758922141045332
2056.0,1.7687023747712374
2057.0,1.7784825712442398
2058.0,1.788398806937039
2059.0,1.7983539523556828
2060.0,1.8083089999854565
2061.0,1.8159141512587667
2062.0,1.8235212741419673
2063.0,1.8311753841117024
2064.0,1.838960058055818
2065.0,1.8467446081340313
2066.0,1.854529369622469
2067.0,1.8623140826821327
2068.0,1.870098814368248
2069.0,1.8778834687545896
2070.0,1.8856680947355926
2071.0,1.8617706131190062
2072.0,1.8384069548919797
2073.0,1.8151068985462189
2074.0,1.791806759312749
2075.0,1.7685065940022469
2076.0,1.745514509268105
2077.0,1.7231786740012467
2078.0,1.7013553166761994
2079.0,1.6798750907182693
2080.0,1.6607547416351736
2081.0,1.6394552616402507
2082.0,1.6182958334684372
2083.0,1.597156248986721
2084.0,1.5763378799892962
2085.0,1.5509195858612657
2086.0,1.5292985108681023
2087.0,1.5123081160709262
2088.0,1.4964459931943566
2089.0,1.4809109152993187
2090.0,1.4657235520426184
2091.0,1.4696017132373527
2092.0,1.473482383065857
2093.0,1.4773726644925773
2094.0,1.4812615144765005
2095.0,1.4853158555924892
2096.0,1.489492782508023
2097.0,1.4941520056454465
2098.0,1.499322158517316
2099.0,1.5044992854818702
